Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.com/biz/oak-and-ivy-las-vegas?osq=Bar,,,,,,
Carnaval Court Bar & Grill,3475 Las Vegas Blvd S Harrah's,Las Vegas,NV,89109,,The Strip,(702) 693-6138,"Day and night, you can enjoy music from live bands and DJs who keep the lively, diverse crowds smiling and grooving. Charismatic flair bartenders dazzle as they prepare your drinks, …Learn more about Carnaval Court Bar & Grill, Opens a popupSpecialtiesDay and night, you can enjoy music from live bands and DJs who keep the lively, diverse crowds smiling and grooving. Charismatic flair bartenders dazzle as they prepare your drinks, and you can even test your luck at blackjack tables.Bands playing Carnaval Court include Las Vegas lounge favorites like the Crashers, Spazmatics, Whip Its, Mr $ Mrs Smith and more.HistoryEstablished in 2000.Carnaval Court is a unique Harrah's Las Vegas nightlife destination and much more, starting while the sun is high over the sky! Much more than a Las Vegas nightclub, Carnaval Court is an open-air street party at the center of the Strip.Meet the Business Owner",Caesars Entertainment Corp ..,Yes,No,4.0 star rating,332 reviews,https://ad.doubleclick.net/ddm/clk/323208463%3B127077036%3Bz,Moderate,Mon 12:00 pm - 3:00 am<br>Tue 12:00 pm - 3:00 am<br>Wed 12:00 pm - 3:00 am<br>Thu 12:00 pm - 3:00 am<br>Fri 12:00 pm - 3:00 am<br>Sat 12:00 pm - 3:00 am<br>Sun 12:00 pm - 3:00 am<br>,No,,,Yes,,,,No,Yes,,Casual,Very Loud,,Yes,Full Bar,,,,,Yes,No,Yes,,,,,"Bars, Music Venues, Bars, Music Venues",36.119310,-115.171770,"https://s3-media3.fl.yelpcdn.com/bphoto/T8WdWT6ePG9TaeoanysvgA/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/T8WdWT6ePG9TaeoanysvgA/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/T8WdWT6ePG9TaeoanysvgA/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/T8WdWT6ePG9TaeoanysvgA/300s.jpg 1.20x",http://www.yelp.com/biz/carnaval-court-bar-and-grill-las-vegas-3?osq=Bar,,,,,,
,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.com/biz/sparrow-wolf-las-vegas?osq=Bar,,,,,,
,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.com/biz/the-bar-las-vegas-blvd-and-wigwam-las-vegas-2?osq=Bar,,,,,,
,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.com/biz/107-skylounge-las-vegas?osq=Bar,,,,,,
,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.com/biz/bar-code-burger-bar-las-vegas?osq=Bar,,,,,,
Born and Raised Craft Pub,3641 Las Vegas Blvd S Ste 410,Las Vegas,NV,89109,,The Strip,(702) 685-0258,"We are a locally owned bar specializing in craft beer and craft cocktails.Learn more about Born and Raised Craft Pub, Opens a popupSpecialtiesWe are a locally owned bar specializing in craft beer and craft cocktails.HistoryEstablished in 2010.Born and Raised was founded in 2010.",,Yes,No,4.5 star rating,10 reviews,http://www.bornandraisedlv.com,Pricey,Mon 10:00 am - 2:00 am<br>Tue 10:00 am - 2:00 am<br>Wed 10:00 am - 2:00 am<br>Thu 10:00 am - 2:00 am<br>Fri 10:00 am - 4:00 am<br>Sat 10:00 am - 4:00 am<br>Sun 10:00 am - 2:00 am<br>,No,,,Yes,,,,,Yes,,,,,No,Full Bar,Yes,,No,,Yes,No,Yes,,,,,"Pubs, Pubs",36.114071,-115.171708,"https://s3-media3.fl.yelpcdn.com/bphoto/g16S0y6Y4hLg1rxiRdw05Q/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/g16S0y6Y4hLg1rxiRdw05Q/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/g16S0y6Y4hLg1rxiRdw05Q/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/g16S0y6Y4hLg1rxiRdw05Q/300s.jpg 1.20x",http://www.yelp.com/biz/born-and-raised-craft-pub-las-vegas?osq=Bar,,,,,,
No Regrets Bar,8349 W Sunset Rd Ste 150,Las Vegas,NV,89113,,Spring Valley,(702) 550-4644,"No Regrets Bar is a hidden gem in the back of Centra Point business park.Our concept is classy and comfortable.No Regrets has a positive, fun environment as in No Regrets...We …Learn more about No Regrets Bar, Opens a popupSpecialtiesNo Regrets Bar is a hidden gem in the back of Centra Point business park.Our concept is classy and comfortable.No Regrets has a positive, fun environment as in No Regrets...We got this!We have live entertainment most Friday Nights. We're a gaming bar and are always looking to enhance the gaming experience, not only through fun but great prizes and contests.We also offer diversity in our menu.You can order a nice healthy salad or sandwich or you can order a big juicy hamburger.We also offer the regular bar food menu for those times when you just need something fried!HistoryEstablished in 2015.We started No Regrets in November 2015 and we love our No Regrets Bar family, we look forward to continued growth and success within our communityMeet the Business Owner",Shawn L.,Yes,No,4.0 star rating,69 reviews,http://www.noregretsbar.com,Moderate,Mon Open 24 hours<br>Tue Open 24 hours<br>Wed Open 24 hours<br>Thu Open 24 hours<br>Fri Open 24 hours<br>Sat Open 24 hours<br>Sun Open 24 hours<br>,No,,,Yes,,Private Lot,Yes,,Yes,,,Average,,No,Full Bar,Yes,"Thu, Fri, Sat",No,Yes,Yes,Free,Yes,,,,,"Cocktail Bars, Sports Bars, Cocktail Bars, Sports Bars",36.066853,-115.272731,"https://s3-media1.fl.yelpcdn.com/bphoto/5HMLml7tcVAADohocXMPUA/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/5HMLml7tcVAADohocXMPUA/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/5HMLml7tcVAADohocXMPUA/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/5HMLml7tcVAADohocXMPUA/300s.jpg 1.20x",http://www.yelp.com/biz/no-regrets-bar-las-vegas?osq=Bar,,,,,,
Atomic Liquors,917 Fremont St,Las Vegas,NV,89101,,Downtown,(702) 982-3000,"Craft beer and craft cocktailsLearn more about Atomic Liquors, Opens a popupSpecialtiesCraft beer and craft cocktailsHistoryEstablished in 1952.Atomic Liquors is the oldest freestanding bar in Las Vegas, obtaining the #7 liquor license in the city (the six prior being all casinos). Originally founded by Joe & Stella Sobchik in 1952, itwas named for a time when customers watched atomic blasts from the roof. Like much of old-time Vegas, Atomic has showbiz in its veins - The Rat Pack and the Smothers Brothers drank here after their nightly shows, and Barbra Streisand even had her own seat, which has been restored and is on display. History, atmosphere, free parking and great drinks.",,Yes,No,4.5 star rating,265 reviews,http://www.atomicvegas.com,Moderate,Mon 4:00 pm - 2:00 am<br>Tue 4:00 pm - 2:00 am<br>Wed 4:00 pm - 2:00 am<br>Thu 2:00 pm - 3:00 am<br>Fri 2:00 pm - 4:00 am<br>Sat 12:00 pm - 4:00 am<br>Sun 12:00 pm - 2:00 am<br>,Yes,,,Yes,,Private Lot,,,Yes,,Divey,Average,,No,Full Bar,,,,,Yes,Free,No,,,,,"Cocktail Bars, Cocktail Bars",36.166763,-115.135529,"https://s3-media3.fl.yelpcdn.com/bphoto/irlqyfqnmuS2JwQxv8mJPg/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/irlqyfqnmuS2JwQxv8mJPg/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/irlqyfqnmuS2JwQxv8mJPg/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/irlqyfqnmuS2JwQxv8mJPg/300s.jpg 1.20x",http://www.yelp.com/biz/atomic-liquors-las-vegas?osq=Bar,,,,,,
Casa Fuente Cigars,3500 Las Vegas Blvd S The Forum Shops,Las Vegas,NV,89109,,The Strip,(702) 731-5051,,,Yes,No,4.0 star rating,246 reviews,,Pricey,Mon 10:00 am - 11:00 pm<br>Tue 10:00 am - 11:00 pm<br>Wed 10:00 am - 11:00 pm<br>Thu 10:00 am - 11:00 pm<br>Fri 10:00 am - 12:00 am<br>Sat 10:00 am - 12:00 am<br>Sun 10:00 am - 11:00 pm<br>,Yes,,,Yes,,"Valet, Garage",,,Yes,,,Average,,No,Full Bar,,,No,Yes,Yes,Free,Yes,,,,,"Bars, Bars",36.119407,-115.174190,"https://s3-media3.fl.yelpcdn.com/bphoto/Kf8P7xyvbr9bZyGu7_sDFw/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/Kf8P7xyvbr9bZyGu7_sDFw/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/Kf8P7xyvbr9bZyGu7_sDFw/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/Kf8P7xyvbr9bZyGu7_sDFw/300s.jpg 1.20x",http://www.yelp.com/biz/casa-fuente-cigars-las-vegas?osq=Bar,,,,,,
3535 Bar,The Linq 3535 Las Vegas Blvd S The Linq,Las Vegas,NV,89109,,The Strip,(800) 634-6441,"3535 at The LINQ Hotel & Casino is Las Vegas' only infusion bar, with 35 custom-made infusions used to make the most unique cocktails on the Strip. 3535 is all about experimentation …Learn more about 3535 Bar, Opens a popupSpecialties3535 at The LINQ Hotel & Casino is Las Vegas' only infusion bar, with 35 custom-made infusions used to make the most unique cocktails on the Strip. 3535 is all about experimentation and discovery, empowering guests with the opportunity to sample never-before-tasted flavors, select different sizes, order cocktail flights, and even customize their bottle service experience.Featured creations include the Pig Newton, made with fig-infused Jack Daniels Honey and ancho chili Makers Mark rimmed with a bacon salt mix, and the Mint Oreo Martini, made with Mint Oreo-infused Skyy Vodka and rimmed with crushed Oreo cookies. In addition to the 35 infusions, 3535 features six wines on tap, as well as an array of champagne selections.The bar features a colorful vortex LED fixture that spans from floor to ceiling, mimicking the larger version on the exterior of the building, lined with the various house-made infusion creations in stunning glass jars. The bar also includes USB and electrical outlets to keep guests plugged in literally and figuratively. 3535 features six VIP booths which seat up to eight guests, each with two televisions, as well as six additional televisions placed throughout the space.HistoryEstablished in 1937.Caesars Entertainment Corporation (CEC) is the world's most diversified casino-entertainment provider and the most geographically diverse U.S. casino-entertainment company. Since its beginning in Reno, Nevada, 77 years ago, CEC has grown through development of new resorts, expansions and acquisitions and its portfolio of subsidiaries now operate 49 casinos in 14 U.S. states and five countries. The Company's resorts operate primarily under the Caesars®, Harrah's® and Horseshoe® brand names.Meet the Business Owner",Caesars Entertainment Corp ..,Yes,No,4.0 star rating,25 reviews,https://ad.doubleclick.net/ddm/clk/300149250%3B127077036%3Bs,Moderate,Mon 10:00 am - 4:00 am<br>Tue 10:00 am - 4:00 am<br>Wed 10:00 am - 4:00 am<br>Thu 10:00 am - 4:00 am<br>Fri 10:00 am - 4:00 am<br>Sat 10:00 am - 4:00 am<br>Sun 10:00 am - 4:00 am<br>,No,,,Yes,,"Garage, Private Lot",,,Yes,,Touristy,Loud,,No,Full Bar,Yes,"Fri, Sat, Sun",No,Yes,No,Paid,Yes,,,,,"Cocktail Bars, Lounges, Cocktail Bars, Lounges",36.118165,-115.170636,"https://s3-media3.fl.yelpcdn.com/bphoto/W_DFNo4lr7FyzJCp1l1lrw/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/W_DFNo4lr7FyzJCp1l1lrw/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/W_DFNo4lr7FyzJCp1l1lrw/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/W_DFNo4lr7FyzJCp1l1lrw/300s.jpg 1.20x",http://www.yelp.com/biz/3535-bar-las-vegas?osq=Bar,,,,,,
,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yelp.com/biz/squeeze-las-vegas?osq=Bar,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
