Name,Street Address,Phone,Rating,Reviews,Price Range,Category,Description,Image URL,Listing URL
Flap Jack Family Restaurant,"102 W Carpenter St, Charlevoix, MI 49720",(231) 547-6466,3.0,24,$,Breakfast & Brunch,Stopped in today for breakfast....both my and my wife's omlets were great! Her hash browns were cooked just the way she requested. My pancakes were great too. My cup of gravy was…,"https://s3-media1.fl.yelpcdn.com/bphoto/lcTuRM6N_piBt1TVYLpztA/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/lcTuRM6N_piBt1TVYLpztA/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/lcTuRM6N_piBt1TVYLpztA/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/lcTuRM6N_piBt1TVYLpztA/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/lcTuRM6N_piBt1TVYLpztA/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/lcTuRM6N_piBt1TVYLpztA/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/lcTuRM6N_piBt1TVYLpztA/258s.jpg 2.87x",http://www.yelp.com/biz/flap-jack-family-restaurant-charlevoix?osq=Coffee
The Beach House at Michigan Beach,"Palmer Cir, Charlevoix, MI 49720",(231) 547-3615,5.0,4,$,"Ice Cream & Frozen Yogurt,American (Traditional)",Amazing spot for a snack or meal. Fresh ingredients. Specials and events! Perfect view of the beach and the lighthouse channel. Definitely a must when in Charlevoix. Hours are…,"https://s3-media4.fl.yelpcdn.com/bphoto/hjtbZqz2wN2F9xlTSn7wVQ/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/hjtbZqz2wN2F9xlTSn7wVQ/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/hjtbZqz2wN2F9xlTSn7wVQ/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/hjtbZqz2wN2F9xlTSn7wVQ/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/hjtbZqz2wN2F9xlTSn7wVQ/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/hjtbZqz2wN2F9xlTSn7wVQ/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/hjtbZqz2wN2F9xlTSn7wVQ/258s.jpg 2.87x",http://www.yelp.com/biz/the-beach-house-at-michigan-beach-charlevoix?osq=Coffee
Harbor View Cafe,"100 E Antrim St, Charlevoix, MI 49720",(231) 547-9722,3.0,17,$$,"Fast Food,Sandwiches,Breakfast & Brunch","Always a favorite. We've been coming here for years. It is very very small, so if you are going for breakfast, get there before 8:30 during peak times.My favorite thing about this…","https://s3-media3.fl.yelpcdn.com/bphoto/0BGnrSLRjOMN_ZcV2Sgd9A/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/0BGnrSLRjOMN_ZcV2Sgd9A/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/0BGnrSLRjOMN_ZcV2Sgd9A/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/0BGnrSLRjOMN_ZcV2Sgd9A/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/0BGnrSLRjOMN_ZcV2Sgd9A/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/0BGnrSLRjOMN_ZcV2Sgd9A/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/0BGnrSLRjOMN_ZcV2Sgd9A/258s.jpg 2.87x",http://www.yelp.com/biz/harbor-view-cafe-charlevoix?osq=Coffee
Dripworks,"207 Howard St, Petoskey, MI 49770",(231) 881-9227,5.0,75,$$,"Coffee & Tea,Bakeries,Donuts","This coffee shop was a revelation. Everything here is excellent. The service and the quality of the coffee blew me away. I've had coffee all over these United States, as well as in…","https://s3-media4.fl.yelpcdn.com/bphoto/nZWlN_RrDbQRmQ8OsS-jaw/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/nZWlN_RrDbQRmQ8OsS-jaw/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/nZWlN_RrDbQRmQ8OsS-jaw/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/nZWlN_RrDbQRmQ8OsS-jaw/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/nZWlN_RrDbQRmQ8OsS-jaw/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/nZWlN_RrDbQRmQ8OsS-jaw/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/nZWlN_RrDbQRmQ8OsS-jaw/258s.jpg 2.87x",http://www.yelp.com/biz/dripworks-petoskey?osq=Coffee
Lucky Bean Coffeehouse,"7383 Market St, Mackinac Island, MI 49757",,4.5,64,$,"Cafes,Coffee & Tea",Great little coffee shop with great coffee!Very friendly service and nice to support local as opposed to the mega chain.One block off of Main Street but worth the extra 30 steps!,"https://s3-media4.fl.yelpcdn.com/bphoto/9wUiDWlzhFuLdReunz3TKg/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/9wUiDWlzhFuLdReunz3TKg/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/9wUiDWlzhFuLdReunz3TKg/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/9wUiDWlzhFuLdReunz3TKg/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/9wUiDWlzhFuLdReunz3TKg/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/9wUiDWlzhFuLdReunz3TKg/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/9wUiDWlzhFuLdReunz3TKg/258s.jpg 2.87x",http://www.yelp.com/biz/lucky-bean-coffeehouse-mackinac-island?osq=Coffee
Blue Boat Coffee,"106 N Main St, Leland, MI 49654",(231) 994-3760,4.5,19,$,"Cafes,Coffee & Tea","Cute coffee shop just off of Main Street, not far from the ferry docks. Great place to grab a drink while you wait for the boat to N or S Manitou or when you get back from the…","https://s3-media4.fl.yelpcdn.com/bphoto/2RGuRfxi5jMs2zaeSrFdOw/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/2RGuRfxi5jMs2zaeSrFdOw/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/2RGuRfxi5jMs2zaeSrFdOw/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/2RGuRfxi5jMs2zaeSrFdOw/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/2RGuRfxi5jMs2zaeSrFdOw/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/2RGuRfxi5jMs2zaeSrFdOw/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/2RGuRfxi5jMs2zaeSrFdOw/258s.jpg 2.87x",http://www.yelp.com/biz/blue-boat-coffee-leland?osq=Coffee
Java Joe’s Cafe,"959 N State St, Saint Ignace, MI 49781",(906) 643-5282,4.0,158,$$,"Pizza,American (Traditional),Coffee & Tea","It doesn't look like much from the outside, but I'm glad we stopped here!!The lobster sensation mac n' cheese I got was awesome!! My daughter rarely eats mac and she almost…","https://s3-media3.fl.yelpcdn.com/bphoto/XkBNE_VmZGeL4sfyzCvR6Q/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/XkBNE_VmZGeL4sfyzCvR6Q/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/XkBNE_VmZGeL4sfyzCvR6Q/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/XkBNE_VmZGeL4sfyzCvR6Q/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/XkBNE_VmZGeL4sfyzCvR6Q/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/XkBNE_VmZGeL4sfyzCvR6Q/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/XkBNE_VmZGeL4sfyzCvR6Q/258s.jpg 2.87x",http://www.yelp.com/biz/java-joes-cafe-saint-ignace?osq=Coffee
Leelanau Coffee Roasting,"6443 Western Ave, Glen Arbor, MI 49636",(231) 334-3365,3.5,50,$,Coffee & Tea,When ever in this area we always stop for coffee no matter what time of day. But always in the AM. Best coffee! Fresh roasted and wonderful staff who all seem to work as one.…,"https://s3-media1.fl.yelpcdn.com/bphoto/VwjgzMmBUECxOkq_gPm7ow/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/VwjgzMmBUECxOkq_gPm7ow/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/VwjgzMmBUECxOkq_gPm7ow/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/VwjgzMmBUECxOkq_gPm7ow/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/VwjgzMmBUECxOkq_gPm7ow/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/VwjgzMmBUECxOkq_gPm7ow/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/VwjgzMmBUECxOkq_gPm7ow/258s.jpg 2.87x",http://www.yelp.com/biz/leelanau-coffee-roasting-glen-arbor?osq=Coffee
Higher Grounds Trading,"806 Red Dr, Traverse City, MI 49684",(231) 922-9009,4.5,60,$$,"Coffee & Tea,Coffee Roasteries","Wow, what an awesome experience! I wish I dedicated more time to be able to spend here.We swung in here on our way to a beer festival, as I am not only a beer snob but a coffee…","https://s3-media2.fl.yelpcdn.com/bphoto/Re_r1Pu2OtuhybDRq7ZhSw/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/Re_r1Pu2OtuhybDRq7ZhSw/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/Re_r1Pu2OtuhybDRq7ZhSw/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/Re_r1Pu2OtuhybDRq7ZhSw/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/Re_r1Pu2OtuhybDRq7ZhSw/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/Re_r1Pu2OtuhybDRq7ZhSw/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/Re_r1Pu2OtuhybDRq7ZhSw/258s.jpg 2.87x",http://www.yelp.com/biz/higher-grounds-trading-traverse-city-2?osq=Coffee
North Perk Coffee,"308 Howard St, Petoskey, MI 49770",(231) 753-2053,4.5,53,$$,"Coffee & Tea,Donuts,Bagels",Perfect way to start the day. Triple Macchiato and a blueberry muffin before we pile in the Jeep to head home. Staff is friendly and professional. Shop is immaculately clean and…,"https://s3-media2.fl.yelpcdn.com/bphoto/opA4Nbu-md8gqmGsJATb3w/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/opA4Nbu-md8gqmGsJATb3w/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/opA4Nbu-md8gqmGsJATb3w/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/opA4Nbu-md8gqmGsJATb3w/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/opA4Nbu-md8gqmGsJATb3w/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/opA4Nbu-md8gqmGsJATb3w/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/opA4Nbu-md8gqmGsJATb3w/258s.jpg 2.87x",http://www.yelp.com/biz/north-perk-coffee-petoskey?osq=Coffee
State Street Coffee Company,"211 W State St, Cheboygan, MI 49721",(231) 597-9575,4.0,15,$,Coffee & Tea,"Stopped for a quick cup to go and ended up sitting and enjoying this nice little shop.The drink was great, the price was just right, and the place is just comfortable.Thanks…","https://s3-media3.fl.yelpcdn.com/bphoto/J2ZUkmwownh3Do7aoCg_Ww/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/J2ZUkmwownh3Do7aoCg_Ww/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/J2ZUkmwownh3Do7aoCg_Ww/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/J2ZUkmwownh3Do7aoCg_Ww/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/J2ZUkmwownh3Do7aoCg_Ww/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/J2ZUkmwownh3Do7aoCg_Ww/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/J2ZUkmwownh3Do7aoCg_Ww/258s.jpg 2.87x",http://www.yelp.com/biz/state-street-coffee-company-cheboygan-2?osq=Coffee
Morsels Espresso + Edibles,"321 E Front St, Traverse City, MI 49684",(231) 421-1353,4.0,121,$$,"Coffee & Tea,Bakeries",Must visit place in TC! Morsels are delicious -try the Charlie Brownie and the There's An Apricot for That. Good coffee and friendly staff!,"https://s3-media4.fl.yelpcdn.com/bphoto/1MkZHAL_JBmnjnbxFDHycA/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/1MkZHAL_JBmnjnbxFDHycA/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/1MkZHAL_JBmnjnbxFDHycA/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/1MkZHAL_JBmnjnbxFDHycA/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/1MkZHAL_JBmnjnbxFDHycA/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/1MkZHAL_JBmnjnbxFDHycA/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/1MkZHAL_JBmnjnbxFDHycA/258s.jpg 2.87x",http://www.yelp.com/biz/morsels-espresso-edibles-traverse-city?osq=Coffee
BLK MRKT,"144 Hall St, Traverse City, MI 49684",(231) 714-5038,4.5,25,$$,Coffee & Tea,"Coffee good enough to make Aussies say, ""yeah, that's a good coffee"". Highly recommend to anyone in the Traverse City area! Best almond milk coffee we've had too. Lactose…","https://s3-media3.fl.yelpcdn.com/bphoto/Kyw8106KKnI42VdlL_8mzA/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/Kyw8106KKnI42VdlL_8mzA/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/Kyw8106KKnI42VdlL_8mzA/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/Kyw8106KKnI42VdlL_8mzA/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/Kyw8106KKnI42VdlL_8mzA/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/Kyw8106KKnI42VdlL_8mzA/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/Kyw8106KKnI42VdlL_8mzA/258s.jpg 2.87x",http://www.yelp.com/biz/blk-mrkt-traverse-city?osq=Coffee
"Peace, Love & Little Donuts","441 E Front St, Traverse City, MI 49686",(231) 421-5255,4.5,28,$,"Donuts,Coffee & Tea","A small and cute donut shop with even smaller and cuter donuts in the heart of downtown. They have a ton of different toppings like Samoa, Maple Bacon, and Boston Cream Pie but also…","https://s3-media2.fl.yelpcdn.com/bphoto/sALwqid6u626NuKgLq92QA/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/sALwqid6u626NuKgLq92QA/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/sALwqid6u626NuKgLq92QA/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/sALwqid6u626NuKgLq92QA/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/sALwqid6u626NuKgLq92QA/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/sALwqid6u626NuKgLq92QA/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/sALwqid6u626NuKgLq92QA/258s.jpg 2.87x",http://www.yelp.com/biz/peace-love-and-little-donuts-traverse-city?osq=Coffee
