Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link,Email from Web,Facebook URL,Twitter URL,Google Plus URL
NETA Brookline,160 Washington St,Brookline,MA,02445,,Brookline Village,(617) 841-7250,,,Yes,No,4.0 star rating,3 reviews,http://netacare.org,,Mon 10:00 am - 6:30 pm<br>Tue 10:00 am - 6:30 pm<br>Wed 10:00 am - 6:30 pm<br>Thu 10:00 am - 6:30 pm<br>Fri 10:00 am - 6:30 pm<br>Sat 10:00 am - 6:30 pm<br>Sun 12:00 pm - 4:30 pm<br>,,,,No,,,,,,,,,,,,,,,,,,,,,,No,"Cannabis Clinics, Cannabis Clinics",42.331740,-71.118062,,http://www.yelp.com/biz/neta-brookline-brookline?osq=cannabis,,,,,,,,,,
Inhale MD Medical Consulting,2285 Massachusetts Ave Ste 102,Cambridge,MA,02140,,North Cambridge,(617) 477-8886,,Dr. Jordan T.,Yes,No,1.0 star rating,2 reviews,https://www.inhalemd.com,,Mon Closed<br>Tue Closed<br>Wed 10:00 am - 5:00 pm<br>Thu Closed<br>Fri 10:00 am - 5:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,"Cannabis Clinics, Cannabis Clinics",42.395075,-71.127211,"https://s3-media3.fl.yelpcdn.com/bphoto/9M4F-q5kV3qOj3F9t9Fo_g/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/9M4F-q5kV3qOj3F9t9Fo_g/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/9M4F-q5kV3qOj3F9t9Fo_g/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/9M4F-q5kV3qOj3F9t9Fo_g/300s.jpg 1.20x",http://www.yelp.com/biz/inhale-md-medical-consulting-cambridge-8?osq=cannabis,,,,,,,,,,
Sage Naturals,240 Elm St,Somerville,MA,02144,,Davis Square,(844) 420-7243,,,Yes,No,3.0 star rating,2 reviews,https://sagecannabis.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",42.395042,-71.121948,"https://s3-media4.fl.yelpcdn.com/bphoto/oQQgvW_hWvEuRbb0dTAlUQ/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/oQQgvW_hWvEuRbb0dTAlUQ/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/oQQgvW_hWvEuRbb0dTAlUQ/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/oQQgvW_hWvEuRbb0dTAlUQ/300s.jpg 1.20x",http://www.yelp.com/biz/sage-naturals-somerville?osq=cannabis,,,,,,,jobs@sagenaturals.org,,,
Cannamed of Boston,475 Franklin St Ste 205,Framingham,MA,01702,,,(866) 624-1191,,,Yes,No,3.5 star rating,8 reviews,http://cannamed.com/cannamed-framingham-ma,,Mon Closed<br>Tue Closed<br>Wed 9:00 am - 5:00 pm<br>Thu 9:00 am - 5:00 pm<br>Fri 9:00 am - 5:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Cannabis Clinics, Cannabis Clinics",,,"https://s3-media1.fl.yelpcdn.com/bphoto/PwdgvdC8iLvgcTmod5AeiA/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/PwdgvdC8iLvgcTmod5AeiA/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/PwdgvdC8iLvgcTmod5AeiA/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/PwdgvdC8iLvgcTmod5AeiA/300s.jpg 1.20x",http://www.yelp.com/biz/cannamed-of-boston-framingham-6?osq=cannabis,,,,,,,,,,
Piff Kings,,West Yarmouth,MA,02673,,,(617) 356-7315,,Nick M.,Yes,No,,,http://piffkings.com,,Mon 11:00 am - 9:00 pm<br>Tue 11:00 am - 9:00 pm<br>Wed 11:00 am - 9:00 pm<br>Thu 11:00 am - 9:00 pm<br>Fri 11:00 am - 9:00 pm<br>Sat 11:00 am - 9:00 pm<br>Sun 12:00 pm - 6:00 pm<br>,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",,,"https://s3-media1.fl.yelpcdn.com/bphoto/49kn4ARqqyZF0C9YasZvSA/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/49kn4ARqqyZF0C9YasZvSA/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/49kn4ARqqyZF0C9YasZvSA/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/49kn4ARqqyZF0C9YasZvSA/300s.jpg 1.20x",http://www.yelp.com/biz/piff-kings-west-yarmouth-2?osq=cannabis,,,,,,,,,,
Greenfirebuds,,Stoneham,MA,02180,,,(617) 419-5033,,,Yes,No,,,http://www.greenfirebuds.com,,Mon 9:00 am - 9:00 pm<br>Tue 9:00 am - 9:00 pm<br>Wed 9:00 am - 9:00 pm<br>Thu 9:00 am - 9:00 pm<br>Fri 9:00 am - 8:00 pm<br>Sat 10:00 am - 8:00 pm<br>Sun 10:00 am - 7:00 pm<br>,,,,No,,,No,,,,,,,,,,,,,,,,No,,,,"Cannabis Clinics, Cannabis Dispensaries, Cannabis Clinics, Cannabis Dispensaries",,,"https://s3-media1.fl.yelpcdn.com/bphoto/1UfyuimgBPWL2ZSa8mjgnQ/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/1UfyuimgBPWL2ZSa8mjgnQ/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/1UfyuimgBPWL2ZSa8mjgnQ/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/1UfyuimgBPWL2ZSa8mjgnQ/300s.jpg 1.20x",http://www.yelp.com/biz/greenfirebuds-stoneham?osq=cannabis,,,,,,,,,,
420 Flight Crew,,Saugus,MA,01906,,,(978) 594-3348,,,Yes,No,,,,,Mon 10:00 am - 10:00 pm<br>Tue 10:00 am - 10:00 pm<br>Wed 10:00 am - 10:00 pm<br>Thu 10:00 am - 10:00 pm<br>Fri 10:00 am - 10:00 pm<br>Sat 9:00 am - 11:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",42.472112,-70.997794,"https://s3-media4.fl.yelpcdn.com/bphoto/CXs_QhofsABrYf6WTVukJA/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/CXs_QhofsABrYf6WTVukJA/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/CXs_QhofsABrYf6WTVukJA/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/CXs_QhofsABrYf6WTVukJA/300s.jpg 1.20x",http://www.yelp.com/biz/420-flight-crew-lynn?osq=cannabis,,,,,,,,,,
Alternative Therapies Group,50 Grove St,Salem,MA,01970,,,(978) 594-5728,"ATG was the first dispensary in Massachusetts to begin serving registered patients. The dispensary is located in historic Salem. ATG strives to offer a safe and enjoyable experience …Learn more about Alternative Therapies Group, Opens a popupSpecialtiesATG was the first dispensary in Massachusetts to begin serving registered patients. The dispensary is located in historic Salem. ATG strives to offer a safe and enjoyable experience for our patients. Please visit our website to find our product menu and consider joining our mailing list to receive special announcements and updates.HistoryEstablished in 2015.On June 24th, 2015, ATG became the first dispensary in Massachusetts to begin serving registered patients.",,Yes,No,3.0 star rating,13 reviews,http://atgma.org/,,Mon 9:00 am - 5:00 pm<br>Tue 9:00 am - 5:00 pm<br>Wed 9:00 am - 5:00 pm<br>Thu 9:00 am - 5:00 pm<br>Fri 9:00 am - 5:00 pm<br>Sat 9:00 am - 5:00 pm<br>Sun Closed<br>,,,,No,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",,,"https://s3-media4.fl.yelpcdn.com/bphoto/DjONABhtz3u9N5TeWK659Q/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/DjONABhtz3u9N5TeWK659Q/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/DjONABhtz3u9N5TeWK659Q/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/DjONABhtz3u9N5TeWK659Q/300s.jpg 1.20x",http://www.yelp.com/biz/alternative-therapies-group-salem-2?osq=cannabis,,,,,,,info@atgma.org,,,
Canna Care Docs,101 Cambridge St Ste 310,Burlington,MA,01803,,,(781) 382-8053,,,Yes,No,,,https://cannacaredocs.com/burlington/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Clinics, Cannabis Clinics",42.497245,-71.194835,"https://s3-media1.fl.yelpcdn.com/bphoto/wTW4hHZNdR8JgkvwzXujPw/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/wTW4hHZNdR8JgkvwzXujPw/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/wTW4hHZNdR8JgkvwzXujPw/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/wTW4hHZNdR8JgkvwzXujPw/300s.jpg 1.20x",http://www.yelp.com/biz/canna-care-docs-burlington-3?osq=cannabis,,,,,,,cannacaredocs@gmail.com,,,
Delta 9 Medical Consulting,421 Merrimack St Ste 101B,Methuen,MA,01844,,,(970) 232-2151,,,Yes,No,,,http://www.d9medical.com,,Mon 9:00 am - 3:00 pm<br>Tue 9:00 am - 3:00 pm<br>Wed 9:00 am - 3:00 pm<br>Thu 9:00 am - 3:00 pm<br>Fri 9:00 am - 3:00 pm<br>Sat 9:00 am - 3:00 pm<br>Sun 9:00 am - 3:00 pm<br>,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,"Cannabis Clinics, Gardeners, Cannabis Clinics",42.426701,-71.078362,"https://s3-media1.fl.yelpcdn.com/bphoto/cQ0MzfuOfSEtFHoXlyJJUg/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/cQ0MzfuOfSEtFHoXlyJJUg/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/cQ0MzfuOfSEtFHoXlyJJUg/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/cQ0MzfuOfSEtFHoXlyJJUg/300s.jpg 1.20x",http://www.yelp.com/biz/delta-9-medical-consulting-malden-3?osq=cannabis,,,,,,,,,,
Medmar Medical LLC,59 Coddington St Ste 103,Quincy,MA,02169,,,(781) 933-9399,,,No,No,,,http://www.medmarmed.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doctors, Cannabis Clinics, Doctors, Cannabis Clinics",42.252770,-71.000257,,http://www.yelp.com/biz/medmar-medical-llc-quincy?osq=cannabis,,,,,,,,,,
Integr8 Health Massachusetts,101 Cambridge St Ste 310,Burlington,MA,01803,,,(781) 328-4488,"We specialize in certifying patients for Medical Cannabis. A certificate allows patients to possess and use Medical Marijuana legally in the state of Massachusetts. Our two doctors …Learn more about Integr8 Health Massachusetts, Opens a popupSpecialtiesWe specialize in certifying patients for Medical Cannabis. A certificate allows patients to possess and use Medical Marijuana legally in the state of Massachusetts. Our two doctors on staff each specialize in different areas of treatment. Dr. Thor Agustsson specializes in evaluating for psychiatric conditions, and Dr. Joey Rottman specializes in osteopathic manipulations which help alleviate pain in different parts of the body. We also have an acupuncturist on staff, Alison Winters, who administers treatments Mondays and Wednesdays from 11am-1pm. First visit is free! If you have any questions please call us and we will be happy to assist you. Thank You.Meet the Manager",,Yes,No,3.0 star rating,11 reviews,http://integr8mass.com/,,Mon 8:00 am - 6:00 pm<br>Tue 8:00 am - 6:00 pm<br>Wed 8:00 am - 6:00 pm<br>Thu 8:00 am - 6:00 pm<br>Fri 8:00 am - 6:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,"Counseling & Mental Health, Acupuncture, Counseling & Mental Health, Acupuncture",42.497253,-71.194284,"https://s3-media2.fl.yelpcdn.com/bphoto/niF-adwN_ODCUaki_F_7ew/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/niF-adwN_ODCUaki_F_7ew/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/niF-adwN_ODCUaki_F_7ew/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/niF-adwN_ODCUaki_F_7ew/300s.jpg 1.20x",http://www.yelp.com/biz/integr8-health-massachusetts-burlington?osq=cannabis,,,,,,,,,,
"MedMar Medical, LLC",800 W Cummings Park Ste 1775,Woburn,MA,01801,,,(781) 933-9399,,,No,No,,,http://www.medmarmed.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Cannabis Clinics, Cannabis Clinics",42.496263,-71.125724,,http://www.yelp.com/biz/medmar-medical-llc-woburn?osq=cannabis,,,,,,,,,,
