Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link,Email from Web,Facebook URL,Twitter URL,Google Plus URL
Mary Medibles Consulting,,Reno,NV,89501,,Downtown,(775) 393-9512,,Mary W.,Yes,No,5.0 star rating,1 review,https://www.marymedibles.com,,Mon 9:00 am - 5:00 pm<br>Tue 9:00 am - 5:00 pm<br>Wed 9:00 am - 5:00 pm<br>Thu 9:00 am - 5:00 pm<br>Fri 9:00 am - 5:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,"Medical Cannabis Referrals, Medical Cannabis Referrals",,,"https://s3-media4.fl.yelpcdn.com/bphoto/2EM_DigFqTR1YLTcm6T2Cw/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/2EM_DigFqTR1YLTcm6T2Cw/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/2EM_DigFqTR1YLTcm6T2Cw/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/2EM_DigFqTR1YLTcm6T2Cw/300s.jpg 1.20x",http://www.yelp.com/biz/mary-medibles-consulting-reno?osq=cannabis,,,,,,,info@marymedibles.com,,,
Reef Dispensaries,5105 Sun Valley Blvd,Sun Valley,NV,89433,,North Valleys,(775) 238-3145,,,Yes,No,3.0 star rating,4 reviews,http://reefdispensaries.com/locations/sun-valley/,Moderate,Mon 8:00 am - 8:00 pm<br>Tue 8:00 am - 8:00 pm<br>Wed 8:00 am - 8:00 pm<br>Thu 8:00 am - 8:00 pm<br>Fri 8:00 am - 8:00 pm<br>Sat 8:00 am - 8:00 pm<br>Sun 8:00 am - 8:00 pm<br>,,,,No,,Private Lot,Yes,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",39.578806,-119.780808,"https://s3-media1.fl.yelpcdn.com/bphoto/4tgUYPf5N_a_tRLgPBBDxg/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/4tgUYPf5N_a_tRLgPBBDxg/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/4tgUYPf5N_a_tRLgPBBDxg/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/4tgUYPf5N_a_tRLgPBBDxg/300s.jpg 1.20x",http://www.yelp.com/biz/reef-dispensaries-sun-valley?osq=cannabis,,,,,,,,,,
Kanna,5398 Sun Valley Blvd,Sun Valley,NV,89433,,North Valleys,(775) 674-0420,,,Yes,No,4.5 star rating,5 reviews,http://kannareno.com,,Mon 9:00 am - 7:00 pm<br>Tue 9:00 am - 7:00 pm<br>Wed 9:00 am - 7:00 pm<br>Thu 9:00 am - 7:00 pm<br>Fri 9:00 am - 7:00 pm<br>Sat 9:00 am - 7:00 pm<br>Sun 9:00 am - 5:00 pm<br>,,,,No,,,,,,,,,,,,,,,,,,,,,,No,"Cannabis Clinics, Cannabis Clinics",39.588919,-119.780164,"https://s3-media3.fl.yelpcdn.com/bphoto/slXdnItb8wFEeTcscJrt6Q/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/slXdnItb8wFEeTcscJrt6Q/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/slXdnItb8wFEeTcscJrt6Q/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/slXdnItb8wFEeTcscJrt6Q/300s.jpg 1.20x",http://www.yelp.com/biz/kanna-sun-valley?osq=cannabis,,,,,,,,,,
Red Hawk Counseling,527 Humboldt St,Reno,NV,89509,,,(775) 284-7275,,,No,No,,,http://redhawkcounseling.com,,Mon 8:00 am - 12:00 am<br>Tue 8:00 am - 12:00 am<br>Wed 8:00 am - 12:00 am<br>Thu 8:00 am - 12:00 am<br>Fri 8:00 am - 12:00 am<br>Sat 8:00 am - 12:00 am<br>Sun 8:00 am - 12:00 am<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Clinics, Rehabilitation Center, Counseling & Mental Health, Cannabis Clinics, Rehabilitation Center, Counseling & Mental Health",39.519478,-119.814358,,http://www.yelp.com/biz/red-hawk-counseling-reno?osq=cannabis,,,,,,,,,,
Herbal Care,1076 Telegraph St,Reno,NV,89502,,,(775) 300-6081,,,No,No,,,https://www.herbalcarellc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Clinics, Cannabis Clinics",39.515128,-119.772563,,http://www.yelp.com/biz/herbal-care-reno?osq=cannabis,,,,,,,,,,
Greenleaf Wellness,1730 Glendale Ave,Sparks,NV,89431,,Sparks,(775) 470-5255,,,No,No,,,http://www.greenleafwellness.com,,Mon 9:00 am - 7:00 pm<br>Tue 9:00 am - 7:00 pm<br>Wed 9:00 am - 7:00 pm<br>Thu 9:00 am - 7:00 pm<br>Fri 9:00 am - 7:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",39.528210,-119.767531,,http://www.yelp.com/biz/greenleaf-wellness-sparks?osq=cannabis,,,,,,,info@greenleafwellness.com,,,
Tahoe Meds Dispensary,,Truckee,CA,96161,,,(530) 289-6337,,,Yes,No,5.0 star rating,2 reviews,http://tahoemeds.com,,Mon 9:00 am - 8:00 pm<br>Tue 9:00 am - 8:00 pm<br>Wed 9:00 am - 8:00 pm<br>Thu 9:00 am - 8:00 pm<br>Fri 9:00 am - 8:00 pm<br>Sat 9:00 am - 8:00 pm<br>Sun 9:00 am - 8:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",,,"https://s3-media4.fl.yelpcdn.com/bphoto/EULrp01T0wLtb2XU3eo0sA/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/EULrp01T0wLtb2XU3eo0sA/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/EULrp01T0wLtb2XU3eo0sA/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/EULrp01T0wLtb2XU3eo0sA/300s.jpg 1.20x",http://www.yelp.com/biz/tahoe-meds-dispensary-truckee?osq=cannabis,,,,,,,,,,
Hip Joynt Unlimited,,Truckee,CA,96161,,,(888) 380-2327,,,Yes,No,5.0 star rating,1 review,http://www.hipjoynt.com,,Mon 11:00 am - 8:00 pm<br>Tue 11:00 am - 8:00 pm<br>Wed 11:00 am - 8:00 pm<br>Thu 11:00 am - 8:00 pm<br>Fri 11:00 am - 8:00 pm<br>Sat 11:00 am - 8:00 pm<br>Sun 11:00 am - 7:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Clinics, Cannabis Clinics",,,"https://s3-media2.fl.yelpcdn.com/bphoto/CwrFk4KTcGjPGAsmYchtYA/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/CwrFk4KTcGjPGAsmYchtYA/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/CwrFk4KTcGjPGAsmYchtYA/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/CwrFk4KTcGjPGAsmYchtYA/300s.jpg 1.20x",http://www.yelp.com/biz/hip-joynt-unlimited-truckee?osq=cannabis,,,,,,,,,,
Tahoe Herbal Care Delivery,,Truckee,CA,96161,,,(530) 563-8423,,,Yes,No,5.0 star rating,1 review,,,Mon 10:30 am - 6:00 pm<br>Tue 10:30 am - 6:00 pm<br>Wed 10:30 am - 6:00 pm<br>Thu 10:30 am - 6:00 pm<br>Fri 10:30 am - 6:00 pm<br>Sat 10:30 am - 5:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Clinics, Cannabis Clinics",,,,http://www.yelp.com/biz/tahoe-herbal-care-delivery-truckee-2?osq=cannabis,,,,,,,,,,
Mountain High Life,,Truckee,CA,96160,,,(530) 315-6415,,,Yes,No,5.0 star rating,1 review,https://www.mountainhighlife.com,,Mon 12:00 pm - 5:00 pm<br>Tue 11:00 am - 7:00 pm<br>Wed 11:00 am - 7:00 pm<br>Thu 11:00 am - 7:00 pm<br>Fri 11:00 am - 7:00 pm<br>Sat 11:00 am - 7:00 pm<br>Sun 11:00 am - 3:00 pm<br>,,,,No,,,,,,,,,,,,,,,,,,,,,,Yes,"Cannabis Clinics, Cannabis Clinics",,,"https://s3-media4.fl.yelpcdn.com/bphoto/sTJQsIewL8qSfR0xZAJokw/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/sTJQsIewL8qSfR0xZAJokw/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/sTJQsIewL8qSfR0xZAJokw/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/sTJQsIewL8qSfR0xZAJokw/300s.jpg 1.20x",http://www.yelp.com/biz/mountain-high-life-truckee?osq=cannabis,,,,,,,,,,
Truckee Herbal Collective,,Truckee,CA,96161,,,(530) 386-0443,,,Yes,No,5.0 star rating,1 review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Clinics, Cannabis Clinics",,,,http://www.yelp.com/biz/truckee-herbal-collective-truckee?osq=cannabis,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
