Name,Street Address,Phone,Rating,Reviews,Price Range,Category,Description,Image URL,Listing URL
Highway 4 Coffee,"17502 Hwy 4, Jemez Springs, NM 87025",(575) 829-4655,4.5,32,$$,"Desserts,Coffee & Tea,Mexican",This is a cute cafe in Jemez Springs. The menu is impressive for a small place and the employees are extremely friendly. Best cappuccino I've ever had too! It was a great place to…,"https://s3-media1.fl.yelpcdn.com/bphoto/Fd6fqI5Q6cXk5ylIY5knWQ/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/Fd6fqI5Q6cXk5ylIY5knWQ/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/Fd6fqI5Q6cXk5ylIY5knWQ/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/Fd6fqI5Q6cXk5ylIY5knWQ/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/Fd6fqI5Q6cXk5ylIY5knWQ/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/Fd6fqI5Q6cXk5ylIY5knWQ/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/Fd6fqI5Q6cXk5ylIY5knWQ/258s.jpg 2.87x",http://www.yelp.com/biz/highway-4-coffee-jemez-springs-2?osq=Coffee
Red Mountain Cafe,"35310 Hwy 285, Ojo Caliente, NM 87549",(505) 583-2184,5.0,24,$,"Cafes,Pizza",Stopped for lunch on our way back to Santa Fe from Taos. Pizza was fantastic! It's a one man operation but he's super quick and we had our fresh delicious pizza in 20 minutes. Pizza…,"https://s3-media3.fl.yelpcdn.com/bphoto/itqw-SoyPg3sxpk93RNWqQ/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/itqw-SoyPg3sxpk93RNWqQ/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/itqw-SoyPg3sxpk93RNWqQ/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/itqw-SoyPg3sxpk93RNWqQ/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/itqw-SoyPg3sxpk93RNWqQ/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/itqw-SoyPg3sxpk93RNWqQ/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/itqw-SoyPg3sxpk93RNWqQ/258s.jpg 2.87x",http://www.yelp.com/biz/red-mountain-cafe-ojo-caliente-2?osq=Coffee
35 North Coffee,"60 E San Francisco St, Santa Fe, NM 87501",(505) 983-6138,4.5,57,$,"Coffee & Tea,Breakfast & Brunch","This place is a treasure, more San Francisco than Santa Fe. We loved the nitro coffee (mild and ultra smooth with just a hint of fizz) and the mocha (rich and nutty, though less…","https://s3-media2.fl.yelpcdn.com/bphoto/YYVUaiixnJBHk-VZmGdxrQ/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/YYVUaiixnJBHk-VZmGdxrQ/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/YYVUaiixnJBHk-VZmGdxrQ/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/YYVUaiixnJBHk-VZmGdxrQ/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/YYVUaiixnJBHk-VZmGdxrQ/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/YYVUaiixnJBHk-VZmGdxrQ/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/YYVUaiixnJBHk-VZmGdxrQ/258s.jpg 2.87x",http://www.yelp.com/biz/35-north-coffee-santa-fe?osq=Coffee
The Coffee Spot,"900 Paseo Del Pueblo Norte, Taos, NM 87571",(575) 758-8556,4.0,46,$,"Breakfast & Brunch,Coffee & Tea,Cafes",Delightful and quirky coffee and breakfast spot. I had the veggie omelette which could have easily been shared by two or three. It was fantastic. My husband had the traditional…,"https://s3-media4.fl.yelpcdn.com/bphoto/-U2HSV10cWJ7PBeR_WouFA/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/-U2HSV10cWJ7PBeR_WouFA/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/-U2HSV10cWJ7PBeR_WouFA/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/-U2HSV10cWJ7PBeR_WouFA/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/-U2HSV10cWJ7PBeR_WouFA/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/-U2HSV10cWJ7PBeR_WouFA/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/-U2HSV10cWJ7PBeR_WouFA/258s.jpg 2.87x",http://www.yelp.com/biz/the-coffee-spot-taos?osq=Coffee
World Cup,"102A Paseo Del Pueblo Sur, Taos, NM 87571",(575) 737-5299,4.0,80,$$,Coffee & Tea,"The first day I stopped by the lady behind the counter was super friendly, and had a good suggestion for a drink for my kids. The next day we came back and she remembered exactly…","https://s3-media4.fl.yelpcdn.com/bphoto/5wuAvQuWFmjHCWo3_C2aSQ/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/5wuAvQuWFmjHCWo3_C2aSQ/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/5wuAvQuWFmjHCWo3_C2aSQ/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/5wuAvQuWFmjHCWo3_C2aSQ/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/5wuAvQuWFmjHCWo3_C2aSQ/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/5wuAvQuWFmjHCWo3_C2aSQ/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/5wuAvQuWFmjHCWo3_C2aSQ/258s.jpg 2.87x",http://www.yelp.com/biz/world-cup-taos?osq=Coffee
Ohori’s Coffee Roasters,"505 Cerrillos Rd, Santa Fe, NM 87501",(505) 982-9692,4.0,48,$$,"Coffee & Tea,Bakeries","When a place does something so well, it's sometimes hard to come up with a lot to say. Ohori's does coffee, expertly well. They have a great, tasty selection, with fast friendly…","https://s3-media3.fl.yelpcdn.com/bphoto/h31HqWjI-LVmjMnUvLXNxA/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/h31HqWjI-LVmjMnUvLXNxA/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/h31HqWjI-LVmjMnUvLXNxA/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/h31HqWjI-LVmjMnUvLXNxA/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/h31HqWjI-LVmjMnUvLXNxA/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/h31HqWjI-LVmjMnUvLXNxA/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/h31HqWjI-LVmjMnUvLXNxA/258s.jpg 2.87x",http://www.yelp.com/biz/ohoris-coffee-roasters-santa-fe?osq=Coffee
Betterday Coffee,"905 W Alameda St, Santa Fe, NM 87501",(505) 780-8059,4.0,95,$,"Coffee & Tea,Breakfast & Brunch,Sandwiches","I love the location and the coffee, which, if I remember correctly, is from an Oregon company (whom I LOVED and am glad to come across here in Santa Fe). When you become a regular,…","https://s3-media4.fl.yelpcdn.com/bphoto/baVl-J9fooEi0Rcw9oviVw/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/baVl-J9fooEi0Rcw9oviVw/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/baVl-J9fooEi0Rcw9oviVw/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/baVl-J9fooEi0Rcw9oviVw/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/baVl-J9fooEi0Rcw9oviVw/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/baVl-J9fooEi0Rcw9oviVw/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/baVl-J9fooEi0Rcw9oviVw/258s.jpg 2.87x",http://www.yelp.com/biz/betterday-coffee-santa-fe?osq=Coffee
KOKO Coffee Deli Carry-Out,"1033 H Paseo Del Pueblo Sur, Taos, NM 87571",(575) 758-9448,5.0,18,$$,"Delis,Bakeries,Coffee & Tea",Good coffee and pastries. Would and will definitely go back. They had quite a few other food items too. Would like to try more of them out!,"https://s3-media3.fl.yelpcdn.com/bphoto/sibE5na6i-lwYNrSmZ6eog/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/sibE5na6i-lwYNrSmZ6eog/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/sibE5na6i-lwYNrSmZ6eog/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/sibE5na6i-lwYNrSmZ6eog/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/sibE5na6i-lwYNrSmZ6eog/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/sibE5na6i-lwYNrSmZ6eog/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/sibE5na6i-lwYNrSmZ6eog/258s.jpg 2.87x",http://www.yelp.com/biz/koko-coffee-deli-carry-out-taos?osq=Coffee
Sky Coffee,"1609 Alcaldesa St, Santa Fe, NM 87501",,5.0,3,,"Coffee & Tea,Breakfast & Brunch,Desserts","This is a cute, and historical building on the Railyard District of Santa Fe. Open, light, and airy, it is a very comfortable setting and feel. Now, I always test the quality of…","https://s3-media2.fl.yelpcdn.com/bphoto/2TLXePhvrZvs93P9E117eg/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/2TLXePhvrZvs93P9E117eg/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/2TLXePhvrZvs93P9E117eg/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/2TLXePhvrZvs93P9E117eg/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/2TLXePhvrZvs93P9E117eg/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/2TLXePhvrZvs93P9E117eg/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/2TLXePhvrZvs93P9E117eg/258s.jpg 2.87x",http://www.yelp.com/biz/sky-coffee-santa-fe?osq=Coffee
Big Dawg’s Chuck Wagon Cafe,"107 Riverside Dr, Espanola, NM 87532",(505) 753-2475,5.0,36,$,"Mexican,Cafes","Best blue corn chicken enchiladas, tasty green chili, clean comfortable seating, and excellent service. Highly recommended.","https://s3-media4.fl.yelpcdn.com/bphoto/vM48ekdkNvngLSG3G0rTmA/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/vM48ekdkNvngLSG3G0rTmA/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/vM48ekdkNvngLSG3G0rTmA/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/vM48ekdkNvngLSG3G0rTmA/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/vM48ekdkNvngLSG3G0rTmA/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/vM48ekdkNvngLSG3G0rTmA/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/vM48ekdkNvngLSG3G0rTmA/258s.jpg 2.87x",http://www.yelp.com/biz/big-dawgs-chuck-wagon-cafe-espanola?osq=Coffee
Sage Bakehouse,"535 Cerrillos Rd, Santa Fe, NM 87501",(505) 820-7243,4.5,104,$$,"Bakeries,Cafes",The bread and pastries created and baked here are amazing! The loaf of pecan raisin bread is addictive. The pastries are perfection. I couldn't get enough of the lemon ricotta tart.…,"https://s3-media1.fl.yelpcdn.com/bphoto/fCDm6kPa79mE4AglhNTKzg/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/fCDm6kPa79mE4AglhNTKzg/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/fCDm6kPa79mE4AglhNTKzg/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/fCDm6kPa79mE4AglhNTKzg/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/fCDm6kPa79mE4AglhNTKzg/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/fCDm6kPa79mE4AglhNTKzg/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/fCDm6kPa79mE4AglhNTKzg/258s.jpg 2.87x",http://www.yelp.com/biz/sage-bakehouse-santa-fe?osq=Coffee
Montezuma Coffee Co,"236 Montezuma Ave, Santa Fe, NM 87501",(505) 820-1800,4.5,8,$,"Cafes,Coffee & Tea,Breakfast & Brunch","Great service, the guy that gave us out drinks was so nice and the iced mochas we got where one of the best.","https://s3-media2.fl.yelpcdn.com/bphoto/eayhm_b_RGbq9RRwsB4jYQ/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/eayhm_b_RGbq9RRwsB4jYQ/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/eayhm_b_RGbq9RRwsB4jYQ/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/eayhm_b_RGbq9RRwsB4jYQ/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/eayhm_b_RGbq9RRwsB4jYQ/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/eayhm_b_RGbq9RRwsB4jYQ/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/eayhm_b_RGbq9RRwsB4jYQ/258s.jpg 2.87x",http://www.yelp.com/biz/montezuma-coffee-co-santa-fe?osq=Coffee
Starbucks,"1801 Central Ave, Los Alamos, NM 87544",(505) 661-0100,3.5,10,$$,Coffee & Tea,I was so happy to see the familiar Siren in this unfamiliar place.The service was mostly what you would expect at any Starbucks; friendly and courteous.Corporate trains well…,"https://s3-media1.fl.yelpcdn.com/bphoto/NT9r8kncGjXIdoROZL_tgA/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/NT9r8kncGjXIdoROZL_tgA/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/NT9r8kncGjXIdoROZL_tgA/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/NT9r8kncGjXIdoROZL_tgA/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/NT9r8kncGjXIdoROZL_tgA/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/NT9r8kncGjXIdoROZL_tgA/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/NT9r8kncGjXIdoROZL_tgA/258s.jpg 2.87x",http://www.yelp.com/biz/starbucks-los-alamos?osq=Coffee
Aroma Coffee,"4 Bisbee Ct, Santa Fe, NM 87508",(505) 424-7777,5.0,4,$,Coffee & Tea,"I live in California, but have a vacation home in Santa Fe.I'm a big fan of the Aroma's Best and Aroma's Best Dark. I'm a total coffee snob and used to get my coffee sent to me…",https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,http://www.yelp.com/biz/aroma-coffee-santa-fe?osq=Coffee
