Name,Street Address,Phone,Rating,Reviews,Price Range,Category,Description,Image URL,Listing URL
Donut Bar,"124 S 6th St, Las Vegas, NV 89101",(702) 550-4646,4.5,631,$,"Donuts,Coffee & Tea,Breakfast & Brunch","Warning: you will be overwhelmed by the choices, eat more donuts than you planned, and end up with a oh-so-worth-it bellyache. I can't wait to come back here. I've already started…","https://s3-media4.fl.yelpcdn.com/bphoto/3Sm1J_0KG6LAbjf8o3wMlQ/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/3Sm1J_0KG6LAbjf8o3wMlQ/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/3Sm1J_0KG6LAbjf8o3wMlQ/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/3Sm1J_0KG6LAbjf8o3wMlQ/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/3Sm1J_0KG6LAbjf8o3wMlQ/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/3Sm1J_0KG6LAbjf8o3wMlQ/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/3Sm1J_0KG6LAbjf8o3wMlQ/258s.jpg 2.87x",http://www.yelp.com/biz/donut-bar-las-vegas?osq=Coffee
Illumilatte Brew Society,"6825 W Russell Rd, Las Vegas, NV 89118",(702) 900-9290,4.0,300,$,Coffee & Tea,"MY FAVORITE COFFEE SHOP IN LAS VEGAS, HANDS DOWN! The coffee is fantastic and wonderfully decorated, and their food is pretty great as well (for a coffee shop.) I always see the…","https://s3-media4.fl.yelpcdn.com/bphoto/E-FyoaOnaUfaIGe7eY5OYA/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/E-FyoaOnaUfaIGe7eY5OYA/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/E-FyoaOnaUfaIGe7eY5OYA/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/E-FyoaOnaUfaIGe7eY5OYA/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/E-FyoaOnaUfaIGe7eY5OYA/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/E-FyoaOnaUfaIGe7eY5OYA/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/E-FyoaOnaUfaIGe7eY5OYA/258s.jpg 2.87x",http://www.yelp.com/biz/illumilatte-brew-society-las-vegas?osq=Coffee
Chatime,"5808 Spring Mountain Rd, Las Vegas, NV 89146",(702) 272-0889,4.0,32,$,"Coffee & Tea,Bubble Tea,Desserts","Delicious teas with good quality boba!!! Tons of flavors to choose from and so far every time I've returned to chatime the 4th time, I've enjoyed it. They let you choose your sugar…","https://s3-media4.fl.yelpcdn.com/bphoto/10Ybs_jd_Lx7MMU2H-jAcA/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/10Ybs_jd_Lx7MMU2H-jAcA/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/10Ybs_jd_Lx7MMU2H-jAcA/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/10Ybs_jd_Lx7MMU2H-jAcA/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/10Ybs_jd_Lx7MMU2H-jAcA/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/10Ybs_jd_Lx7MMU2H-jAcA/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/10Ybs_jd_Lx7MMU2H-jAcA/258s.jpg 2.87x",http://www.yelp.com/biz/chatime-las-vegas?osq=Coffee
Cowgirls Espresso Las Vegas,"4035 S Decatur Blvd, Las Vegas, NV 89103",,4.5,31,$,Coffee & Tea,for friendly and good curvy customer service... this is the place. I almost forgot that their mocha frappe is good too... =),"https://s3-media1.fl.yelpcdn.com/bphoto/pMYO7H20ztSYgFgvvTWCKg/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/pMYO7H20ztSYgFgvvTWCKg/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/pMYO7H20ztSYgFgvvTWCKg/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/pMYO7H20ztSYgFgvvTWCKg/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/pMYO7H20ztSYgFgvvTWCKg/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/pMYO7H20ztSYgFgvvTWCKg/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/pMYO7H20ztSYgFgvvTWCKg/258s.jpg 2.87x",http://www.yelp.com/biz/cowgirls-espresso-las-vegas-las-vegas?osq=Coffee
Jean Philippe Patisserie,"3600 S Las Vegas Blvd, Las Vegas, NV 89109",(702) 693-8788,4.0,1180,$$,"Desserts,Cafes,Coffee & Tea","I am so incredibly relieved that there is not one of this restaurant in my city because I would weigh 8,000 pounds. The Bananas Foster Crepe was to die for. Perfectly cooked, the…","https://s3-media2.fl.yelpcdn.com/bphoto/OLxxhf_IflTE06NGdjcyIg/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/OLxxhf_IflTE06NGdjcyIg/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/OLxxhf_IflTE06NGdjcyIg/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/OLxxhf_IflTE06NGdjcyIg/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/OLxxhf_IflTE06NGdjcyIg/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/OLxxhf_IflTE06NGdjcyIg/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/OLxxhf_IflTE06NGdjcyIg/258s.jpg 2.87x",http://www.yelp.com/biz/jean-philippe-patisserie-las-vegas-8?osq=Coffee
Tiabi Coffee & Waffle,"3961 Maryland Pkwy, Las Vegas, NV 89119",(702) 222-1722,4.5,744,$,"Desserts,Coffee & Tea,Cafes","I used to hate waffles once upon a time. I've never been a breakfast gal, so waffles never tickled my fancy.But in 2014,I found myself pregnant and working in Alaska. I happened…","https://s3-media1.fl.yelpcdn.com/bphoto/0ss02iuV0n64Bkwdgbztng/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/0ss02iuV0n64Bkwdgbztng/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/0ss02iuV0n64Bkwdgbztng/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/0ss02iuV0n64Bkwdgbztng/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/0ss02iuV0n64Bkwdgbztng/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/0ss02iuV0n64Bkwdgbztng/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/0ss02iuV0n64Bkwdgbztng/258s.jpg 2.87x",http://www.yelp.com/biz/tiabi-coffee-and-waffle-las-vegas-5?osq=Coffee
Tea Space,"3466 S Decatur Blvd, Las Vegas, NV 89102",(702) 888-3128,4.5,219,$,"Coffee & Tea,Bubble Tea","Great food, boba and love the Strawberry Green tea!Tea Space and Team Membersalways providing great service.Joyce providing 5-Star excellence.Wintermelon coffee recommended…","https://s3-media1.fl.yelpcdn.com/bphoto/8v6a4oas0cxcKgx0efmtMg/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/8v6a4oas0cxcKgx0efmtMg/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/8v6a4oas0cxcKgx0efmtMg/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/8v6a4oas0cxcKgx0efmtMg/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/8v6a4oas0cxcKgx0efmtMg/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/8v6a4oas0cxcKgx0efmtMg/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/8v6a4oas0cxcKgx0efmtMg/258s.jpg 2.87x",http://www.yelp.com/biz/tea-space-las-vegas?osq=Coffee
Starbucks,"3410 E Sunset Rd, Las Vegas, NV 89120",(725) 221-1490,4.5,7,$$,Coffee & Tea,Woohoo! Who doesn't like Starbucks? Great new location with a drive thru. Get all your favorite drinks and be on your way or go inside and enjoy your coffee and scone while relaxing…,"https://s3-media3.fl.yelpcdn.com/bphoto/8FPAggbARY-11Sn52luC_A/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/8FPAggbARY-11Sn52luC_A/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/8FPAggbARY-11Sn52luC_A/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/8FPAggbARY-11Sn52luC_A/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/8FPAggbARY-11Sn52luC_A/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/8FPAggbARY-11Sn52luC_A/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/8FPAggbARY-11Sn52luC_A/258s.jpg 2.87x",http://www.yelp.com/biz/starbucks-las-vegas-280?osq=Coffee
Avery’s Coffee Roasters,"9440 W Sahara Ave, Las Vegas, NV 89117",(702) 476-2063,4.5,179,$,Coffee & Tea,FAVORITE COFFEE JOINT EVER. And I'm from Portland where there are delicious coffee shops on every corner. My wife and I have been coming to Avery's Coffeeeveryday we can since we…,"https://s3-media3.fl.yelpcdn.com/bphoto/0PAUzNZksXoPn5lABTZ2rQ/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/0PAUzNZksXoPn5lABTZ2rQ/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/0PAUzNZksXoPn5lABTZ2rQ/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/0PAUzNZksXoPn5lABTZ2rQ/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/0PAUzNZksXoPn5lABTZ2rQ/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/0PAUzNZksXoPn5lABTZ2rQ/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/0PAUzNZksXoPn5lABTZ2rQ/258s.jpg 2.87x",http://www.yelp.com/biz/averys-coffee-roasters-las-vegas?osq=Coffee
Loftti Cafe,"7729 S Rainbow Blvd, Las Vegas, NV 89139",(702) 444-7171,4.5,177,$,"Coffee & Tea,Cafes,Shaved Ice",I've been here several times now and I think it's time for a review. Honestly I think this is my new favorite boba shop on this side of town besides Brew Tea bar. I love the vibe you…,"https://s3-media4.fl.yelpcdn.com/bphoto/SgqocF1UMolttUgB02VH3Q/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/SgqocF1UMolttUgB02VH3Q/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/SgqocF1UMolttUgB02VH3Q/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/SgqocF1UMolttUgB02VH3Q/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/SgqocF1UMolttUgB02VH3Q/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/SgqocF1UMolttUgB02VH3Q/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/SgqocF1UMolttUgB02VH3Q/258s.jpg 2.87x",http://www.yelp.com/biz/loftti-cafe-las-vegas?osq=Coffee
Joe Maxx Coffee,"500 E Windmill Ln, Las Vegas, NV 89123",(702) 750-1722,4.5,127,$,"Coffee & Tea,Breakfast & Brunch,Vegan",Cool place with a wide variety of delicious options.The ambiance inside is pretty relaxed with couches and board games and they allow dogs on the patio.The coffee options were…,"https://s3-media3.fl.yelpcdn.com/bphoto/tD7Ff2YJ2tRcbaJMXuv2Ug/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/tD7Ff2YJ2tRcbaJMXuv2Ug/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/tD7Ff2YJ2tRcbaJMXuv2Ug/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/tD7Ff2YJ2tRcbaJMXuv2Ug/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/tD7Ff2YJ2tRcbaJMXuv2Ug/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/tD7Ff2YJ2tRcbaJMXuv2Ug/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/tD7Ff2YJ2tRcbaJMXuv2Ug/258s.jpg 2.87x",http://www.yelp.com/biz/joe-maxx-coffee-las-vegas-4?osq=Coffee
Cafe Darak,"8665 W Flamingo Rd, Las Vegas, NV 89147",(702) 706-4935,4.0,305,$,Coffee & Tea,This is a cool cafe! I love the unique decor. The chairs are cute and don't match. There's a cool VW bus tent that you can actually sit in and enjoy your food and drinks. They have a…,"https://s3-media1.fl.yelpcdn.com/bphoto/fO5R0wgM4r39whhlo9I0Tw/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/fO5R0wgM4r39whhlo9I0Tw/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/fO5R0wgM4r39whhlo9I0Tw/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/fO5R0wgM4r39whhlo9I0Tw/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/fO5R0wgM4r39whhlo9I0Tw/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/fO5R0wgM4r39whhlo9I0Tw/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/fO5R0wgM4r39whhlo9I0Tw/258s.jpg 2.87x",http://www.yelp.com/biz/cafe-darak-las-vegas?osq=Coffee
Ding Tea Las Vegas,"4725 Spring Mountain Rd, Las Vegas, NV 89102",(702) 998-7510,4.0,32,$,"Coffee & Tea,Bubble Tea",I visited Ding Tea Las Vegas today to try a new boba spot. Ding Tea is located in the same shopping center as Big Lots. The establishment was clean with a very modern vibe. I…,"https://s3-media4.fl.yelpcdn.com/bphoto/DbLvGq9_ZlgNc5W6HOy26g/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/DbLvGq9_ZlgNc5W6HOy26g/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/DbLvGq9_ZlgNc5W6HOy26g/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/DbLvGq9_ZlgNc5W6HOy26g/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/DbLvGq9_ZlgNc5W6HOy26g/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/DbLvGq9_ZlgNc5W6HOy26g/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/DbLvGq9_ZlgNc5W6HOy26g/258s.jpg 2.87x",http://www.yelp.com/biz/ding-tea-las-vegas-las-vegas-3?osq=Coffee
