Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link,Email from Web,Facebook URL,Twitter URL,Google Plus URL
Commencement Bay Cannabis,5402 Pacific Hwy E,Fife,WA,98424,,,(253) 517-7265,,,Yes,No,4.5 star rating,5 reviews,http://commencementbaycannabis.com,Moderate,Mon 8:30 am - 11:45 pm<br>Tue 8:30 am - 11:45 pm<br>Wed 8:30 am - 11:45 pm<br>Thu 8:30 am - 11:45 pm<br>Fri 8:30 am - 11:45 pm<br>Sat 8:30 am - 11:45 pm<br>Sun 8:30 am - 11:45 pm<br>,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",47.242898,-122.355914,"https://s3-media4.fl.yelpcdn.com/bphoto/aSWStL4tOlHi7vR4kwElUw/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/aSWStL4tOlHi7vR4kwElUw/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/aSWStL4tOlHi7vR4kwElUw/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/aSWStL4tOlHi7vR4kwElUw/300s.jpg 1.20x",http://www.yelp.com/biz/commencement-bay-cannabis-fife?osq=cannabis,,,,,,,,,,
Mary Mart,3002 6th Ave,Tacoma,WA,98406,,,(253) 507-4735,"We are excited to be at the forefront of this amazing new industry.Learn more about Mary Mart, Opens a popupSpecialtiesWe are excited to be at the forefront of this amazing new industry.HistoryEstablished in 2014.Mary Mart is a family owned company that focuses on providing the greatest products at the best prices while providing the finest customer experience.Meet the Business Owner",Damien M.,Yes,No,3.5 star rating,17 reviews,https://www.marymart.com,,Mon 8:00 am - 11:00 pm<br>Tue 8:00 am - 11:00 pm<br>Wed 8:00 am - 11:00 pm<br>Thu 8:00 am - 11:00 pm<br>Fri 8:00 am - 11:00 pm<br>Sat 8:00 am - 11:00 pm<br>Sun 8:00 am - 11:00 pm<br>,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,"Cannabis Clinics, Cannabis Clinics",47.255452,-122.475235,"https://s3-media1.fl.yelpcdn.com/bphoto/kHFV5Sd7RffPubz2YrxIMA/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/kHFV5Sd7RffPubz2YrxIMA/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/kHFV5Sd7RffPubz2YrxIMA/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/kHFV5Sd7RffPubz2YrxIMA/300s.jpg 1.20x",http://www.yelp.com/biz/mary-mart-tacoma?osq=cannabis,,,,,,,username@example.com,,,
Cannabis Oasis,2128 S 37th St,Tacoma,WA,98409,,,(253) 507-5180,,,Yes,No,2.5 star rating,6 reviews,http://www.thecannabisoasis.com,,Mon 9:00 am - 12:00 am<br>Tue 9:00 am - 12:00 am<br>Wed 9:00 am - 12:00 am<br>Thu 9:00 am - 12:00 am<br>Fri 9:00 am - 12:00 am<br>Sat 9:00 am - 12:00 am<br>Sun 9:00 am - 12:00 am<br>,,,,No,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",47.223103,-122.466000,"https://s3-media1.fl.yelpcdn.com/bphoto/sAydwECsbuqB1NA8kb4eyA/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/sAydwECsbuqB1NA8kb4eyA/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/sAydwECsbuqB1NA8kb4eyA/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/sAydwECsbuqB1NA8kb4eyA/300s.jpg 1.20x",http://www.yelp.com/biz/cannabis-oasis-tacoma?osq=cannabis,,,,,,,,,,
Tacoma House of Cannabis,2632 S 38th St Ste A,Tacoma,WA,98409,,,(253) 212-3711,,,Yes,No,5.0 star rating,2 reviews,http://www.tacomahouseofcannabis.com,Inexpensive,Mon 8:00 am - 12:00 am<br>Tue 8:00 am - 12:00 am<br>Wed 8:00 am - 12:00 am<br>Thu 8:00 am - 12:00 am<br>Fri 8:00 am - 12:00 am<br>Sat 8:00 am - 12:00 am<br>Sun 8:00 am - 12:00 am<br>,,,,No,,Private Lot,Yes,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",47.222016,-122.473362,"https://s3-media3.fl.yelpcdn.com/bphoto/PZx7IwER7sS3XSHTI3z43w/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/PZx7IwER7sS3XSHTI3z43w/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/PZx7IwER7sS3XSHTI3z43w/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/PZx7IwER7sS3XSHTI3z43w/300s.jpg 1.20x",http://www.yelp.com/biz/tacoma-house-of-cannabis-tacoma?osq=cannabis,,,,,,,,,,
The Gallery - Tacoma,13005 Pacific Ave S,Tacoma,WA,98444,,,(253) 531-4000,"Tacoma's Premier Marijuana ShopLearn more about The Gallery - Tacoma, Opens a popupSpecialtiesTacoma's Premier Marijuana ShopHistoryEstablished in 2015.We started our 1st retail location in March of 2015.We now have 3 locations and a 4th on the way in June.Meet the Business Owner",Tedd W.,Yes,No,3.5 star rating,11 reviews,http://www.thegalleryco.com,,Mon 8:00 am - 11:00 pm<br>Tue 8:00 am - 11:00 pm<br>Wed 8:00 am - 11:00 pm<br>Thu 8:00 am - 11:00 pm<br>Fri 8:00 am - 11:00 pm<br>Sat 8:00 am - 11:00 pm<br>Sun 9:00 am - 10:00 pm<br>,,,,No,,,,,,,,,,,,,,,,,,,,,,No,"Cannabis Clinics, Cannabis Clinics",47.139022,-122.434078,"https://s3-media2.fl.yelpcdn.com/bphoto/ABcHv6EzX6RubDLUvL2mgA/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/ABcHv6EzX6RubDLUvL2mgA/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/ABcHv6EzX6RubDLUvL2mgA/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/ABcHv6EzX6RubDLUvL2mgA/300s.jpg 1.20x",http://www.yelp.com/biz/the-gallery-tacoma-tacoma?osq=cannabis,,,,,,,info@thegalleryco.com,,,
The Joint,2409 Pacific Ave,Tacoma,WA,98402,,,(253) 272-4444,,,Yes,No,5.0 star rating,3 reviews,http://www.thejointllc.com/tacoma/,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,"Cannabis Clinics, Cannabis Clinics",47.239688,-122.435064,"https://s3-media2.fl.yelpcdn.com/bphoto/sf8hWhQP3KnG5s069TwNQQ/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/sf8hWhQP3KnG5s069TwNQQ/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/sf8hWhQP3KnG5s069TwNQQ/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/sf8hWhQP3KnG5s069TwNQQ/300s.jpg 1.20x",http://www.yelp.com/biz/the-joint-tacoma?osq=cannabis,,,,,,,admin@thejointllc.com,,,
Cannatonics Society,711 Court C,Tacoma,WA,98402,,,(253) 302-5539,,,Yes,No,4.0 star rating,4 reviews,http://www.cannatonics.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Clinics, Cannabis Clinics",47.252877,-122.444291,,http://www.yelp.com/biz/cannatonics-society-tacoma?osq=cannabis,,,,,,,,,,
Green Gift Solution,102 Tacoma Ave S,Tacoma,WA,98402,,,(253) 287-5852,,,Yes,No,5.0 star rating,2 reviews,http://greengiftsolution.com,,Mon 10:00 am - 10:00 pm<br>Tue 10:00 am - 10:00 pm<br>Wed 10:00 am - 10:00 pm<br>Thu 10:00 am - 10:00 pm<br>Fri 10:00 am - 10:00 pm<br>Sat 10:00 am - 10:00 pm<br>Sun 10:00 am - 10:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",47.262477,-122.447306,"https://s3-media4.fl.yelpcdn.com/bphoto/dJHV7mKDdJhtIpGTF5DJAQ/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/dJHV7mKDdJhtIpGTF5DJAQ/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/dJHV7mKDdJhtIpGTF5DJAQ/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/dJHV7mKDdJhtIpGTF5DJAQ/300s.jpg 1.20x",http://www.yelp.com/biz/green-gift-solution-tacoma?osq=cannabis,,,,,,,,,,
The Gallery - South Hill Puyallup,11821 Canyon Rd E,Puyallup,WA,98373,,,(253) 604-4360,,,Yes,No,5.0 star rating,3 reviews,http://thegalleryco.com,Moderate,Mon 8:00 am - 11:30 pm<br>Tue 8:00 pm - 11:30 pm<br>Wed 8:00 am - 11:30 pm<br>Thu 8:00 am - 11:30 pm<br>Fri 8:00 am - 11:30 pm<br>Sat 8:00 am - 11:30 pm<br>Sun 9:00 am - 10:00 pm<br>,,,,No,,,,,,,,,,,,,,,,,,,,,,No,"Head Shops, Cannabis Clinics, Cannabis Clinics, Head Shops, Cannabis Clinics, Head Shops, Cannabis Clinics",47.148218,-122.356558,"https://s3-media2.fl.yelpcdn.com/bphoto/lwW47k5_oD5KMcVo1mJj7Q/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/lwW47k5_oD5KMcVo1mJj7Q/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/lwW47k5_oD5KMcVo1mJj7Q/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/lwW47k5_oD5KMcVo1mJj7Q/300s.jpg 1.20x",http://www.yelp.com/biz/the-gallery-south-hill-puyallup-puyallup?osq=cannabis,,,,,,,info@thegalleryco.com,,,
Natures Recreational Center,3833 Pacific Ave Ste C,Tacoma,WA,98418,,,(253) 572-5544,,David B.,Yes,No,2.5 star rating,3 reviews,http://nrc420.com,,Mon 8:00 am - 12:00 am<br>Tue 8:00 am - 12:00 am<br>Wed 8:00 am - 12:00 am<br>Thu 8:00 am - 12:00 am<br>Fri 8:00 am - 12:00 am<br>Sat 8:00 am - 12:00 am<br>Sun 8:00 am - 12:00 am<br>,,,,No,,,,,,,,,,,,,,,,,,,,,,No,"Cannabis Clinics, Cannabis Clinics",47.222241,-122.433664,"https://s3-media2.fl.yelpcdn.com/bphoto/8qqpjqM-H1sN6yagk7n_RQ/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/8qqpjqM-H1sN6yagk7n_RQ/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/8qqpjqM-H1sN6yagk7n_RQ/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/8qqpjqM-H1sN6yagk7n_RQ/300s.jpg 1.20x",http://www.yelp.com/biz/natures-recreational-center-tacoma?osq=cannabis,,,,,,,,,,
