Name,Street Address,Phone,Rating,Reviews,Price Range,Category,Description,Image URL,Listing URL
Le Pain Quotidien,"85 Broad St, New York, NY 10004",(212) 671-1620,4.0,62,$$,"Coffee & Tea,Breakfast & Brunch,Bakeries","What a nice find on our trip to NYC! This was a block down from our hotel and was a great place to have brunch. I've also never encountered a seat-yourself restaurant before, so that…","https://s3-media2.fl.yelpcdn.com/bphoto/RcguHtYE3v5ZsXpzzc5wwA/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/RcguHtYE3v5ZsXpzzc5wwA/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/RcguHtYE3v5ZsXpzzc5wwA/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/RcguHtYE3v5ZsXpzzc5wwA/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/RcguHtYE3v5ZsXpzzc5wwA/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/RcguHtYE3v5ZsXpzzc5wwA/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/RcguHtYE3v5ZsXpzzc5wwA/258s.jpg 2.87x",http://www.yelp.com/biz/le-pain-quotidien-new-york-153?osq=Coffee+%26+Tea
FIKA,"66 Pearl St, New York, NY 10004",(646) 837-6588,3.5,216,$,"Coffee & Tea,Scandinavian",This is a super clutch coffee spot. Coffee is good but the staff is amazing. I hate when I go somewhere and get yelled at for being next in line and demanding my order to get my…,"https://s3-media2.fl.yelpcdn.com/bphoto/2j6wtQJR6u1-TSnApJs24A/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/2j6wtQJR6u1-TSnApJs24A/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/2j6wtQJR6u1-TSnApJs24A/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/2j6wtQJR6u1-TSnApJs24A/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/2j6wtQJR6u1-TSnApJs24A/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/2j6wtQJR6u1-TSnApJs24A/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/2j6wtQJR6u1-TSnApJs24A/258s.jpg 2.87x",http://www.yelp.com/biz/fika-new-york-25?osq=Coffee+%26+Tea
Claudia’s Coffee Shop,"125 Broad St, New York, NY 10004",(212) 344-5215,4.5,4,$$,Coffee & Tea,"It's a small coffee shop and you need to have access to 125 Broad street to get into it but the coffee is great, the prices are VERY reasonable and the food is limited but very fresh…","https://s3-media2.fl.yelpcdn.com/bphoto/vUDeA6lS03CXzmd_4Sr74g/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/vUDeA6lS03CXzmd_4Sr74g/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/vUDeA6lS03CXzmd_4Sr74g/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/vUDeA6lS03CXzmd_4Sr74g/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/vUDeA6lS03CXzmd_4Sr74g/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/vUDeA6lS03CXzmd_4Sr74g/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/vUDeA6lS03CXzmd_4Sr74g/258s.jpg 2.87x",http://www.yelp.com/biz/claudias-coffee-shop-new-york?osq=Coffee+%26+Tea
Ground Central,"2 Coenties Slip, New York, NY 10004",(212) 344-0237,4.0,63,$,"Coffee & Tea,Sandwiches",This latte made my day!Delicious espresso. I enjoyed my almond milk latte from here. Really cute place with a bunch of seating outside. Much better than the mermaid!,"https://s3-media4.fl.yelpcdn.com/bphoto/VsYJroGTAC9aEi9JDkDukQ/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/VsYJroGTAC9aEi9JDkDukQ/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/VsYJroGTAC9aEi9JDkDukQ/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/VsYJroGTAC9aEi9JDkDukQ/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/VsYJroGTAC9aEi9JDkDukQ/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/VsYJroGTAC9aEi9JDkDukQ/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/VsYJroGTAC9aEi9JDkDukQ/258s.jpg 2.87x",http://www.yelp.com/biz/ground-central-new-york-5?osq=Coffee+%26+Tea
Inatteso Cafe Casano,"38 West St, New York, NY 10004",(212) 267-7000,3.5,77,$,"Italian,Coffee & Tea,Bagels",Delicious breakfast sandwiches on good bread.The carrot cake muffin was very good.We ordered ours to go since our hotel was down the street.Many neighbors of this place drop by…,"https://s3-media3.fl.yelpcdn.com/bphoto/Qk1kK9KoWbz6LNvDdgiEgg/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/Qk1kK9KoWbz6LNvDdgiEgg/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/Qk1kK9KoWbz6LNvDdgiEgg/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/Qk1kK9KoWbz6LNvDdgiEgg/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/Qk1kK9KoWbz6LNvDdgiEgg/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/Qk1kK9KoWbz6LNvDdgiEgg/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/Qk1kK9KoWbz6LNvDdgiEgg/258s.jpg 2.87x",http://www.yelp.com/biz/inatteso-cafe-casano-new-york?osq=Coffee+%26+Tea
Financier Patisserie - Stone Street,"62 Stone St, New York, NY 10004",(212) 344-5600,4.0,319,$$,"Bakeries,Coffee & Tea,Patisserie/Cake Shop","My friend got the muffin and it was delicious!! Crunchy on top and moist inside!! The coffee was nice and foamy too , not too sweet. Love the interior it's so cozy and lots of space.…","https://s3-media1.fl.yelpcdn.com/bphoto/8zcsDw1adjCaLdJaNmaD1Q/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/8zcsDw1adjCaLdJaNmaD1Q/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/8zcsDw1adjCaLdJaNmaD1Q/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/8zcsDw1adjCaLdJaNmaD1Q/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/8zcsDw1adjCaLdJaNmaD1Q/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/8zcsDw1adjCaLdJaNmaD1Q/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/8zcsDw1adjCaLdJaNmaD1Q/258s.jpg 2.87x",http://www.yelp.com/biz/financier-patisserie-stone-street-new-york-3?osq=Coffee+%26+Tea
Leonidas,"3 Hanover Sq, New York, NY 10004",(212) 422-9600,4.0,56,$$,"Candy Stores,Coffee & Tea","Worked for a Belgian Bank between 1990 and 2004. Everytime my manager went to Brussels she bought me back a 1.5 pound box of Manon Cafe and Manon Blanc. They are, by far my favorite…","https://s3-media2.fl.yelpcdn.com/bphoto/A372z5F6v1qTwc-DtS2icA/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/A372z5F6v1qTwc-DtS2icA/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/A372z5F6v1qTwc-DtS2icA/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/A372z5F6v1qTwc-DtS2icA/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/A372z5F6v1qTwc-DtS2icA/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/A372z5F6v1qTwc-DtS2icA/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/A372z5F6v1qTwc-DtS2icA/258s.jpg 2.87x",http://www.yelp.com/biz/leonidas-new-york-3?osq=Coffee+%26+Tea
Five & Dime,"8 Park Pl, New York, NY 10007",,4.5,15,$$,"Coffee & Tea,Cocktail Bars",This place looks so dark from the outside you can't tell it's even there! This is actually a great thing! Quiet craft cocktails and table service in a gorgeous setting is really one…,"https://s3-media1.fl.yelpcdn.com/bphoto/igtjWnx6wGpg3S7lwZJxqQ/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/igtjWnx6wGpg3S7lwZJxqQ/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/igtjWnx6wGpg3S7lwZJxqQ/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/igtjWnx6wGpg3S7lwZJxqQ/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/igtjWnx6wGpg3S7lwZJxqQ/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/igtjWnx6wGpg3S7lwZJxqQ/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/igtjWnx6wGpg3S7lwZJxqQ/258s.jpg 2.87x",http://www.yelp.com/biz/five-and-dime-new-york?osq=Coffee+%26+Tea
Filicori Zecchini,"1 Broadway, New York, NY 10004",,4.0,21,$$,"Coffee & Tea,Bakeries","One of my favorite coffee chains in the city! Boy, do they get it right!I always order either the double shot latte (wow!) or the hot water steeped with mint (only sometimes…","https://s3-media4.fl.yelpcdn.com/bphoto/zOewAbRFADgWWtRUBRg99A/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/zOewAbRFADgWWtRUBRg99A/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/zOewAbRFADgWWtRUBRg99A/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/zOewAbRFADgWWtRUBRg99A/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/zOewAbRFADgWWtRUBRg99A/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/zOewAbRFADgWWtRUBRg99A/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/zOewAbRFADgWWtRUBRg99A/258s.jpg 2.87x",http://www.yelp.com/biz/filicori-zecchini-new-york-11?osq=Coffee+%26+Tea
Flavors,"27 Whitehall St, New York, NY 10004",(212) 269-6100,3.5,167,$,"Sandwiches,Cafes",Healthy fresh made to order affordableIt doesn't get better than that. I came here twice in a row because I like to eat meals that don't make me feel guilty if I don't run 5 miles…,"https://s3-media4.fl.yelpcdn.com/bphoto/L2LmLqtcYqu5ogUaiZPPFw/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/L2LmLqtcYqu5ogUaiZPPFw/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/L2LmLqtcYqu5ogUaiZPPFw/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/L2LmLqtcYqu5ogUaiZPPFw/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/L2LmLqtcYqu5ogUaiZPPFw/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/L2LmLqtcYqu5ogUaiZPPFw/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/L2LmLqtcYqu5ogUaiZPPFw/258s.jpg 2.87x",http://www.yelp.com/biz/flavors-new-york?osq=Coffee+%26+Tea
Gregorys Coffee,"100 Wall St, New York, NY 10005",(646) 918-7274,4.0,52,$,Coffee & Tea,"I'm a huge Gregorys fan, but I'm usually at one of the midtown locations. I came to the Wall St location last week to get a few hours of work done while waiting for a friend to get…","https://s3-media1.fl.yelpcdn.com/bphoto/v_-tsp1Xr3ZPLfBgLDwztg/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/v_-tsp1Xr3ZPLfBgLDwztg/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/v_-tsp1Xr3ZPLfBgLDwztg/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/v_-tsp1Xr3ZPLfBgLDwztg/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/v_-tsp1Xr3ZPLfBgLDwztg/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/v_-tsp1Xr3ZPLfBgLDwztg/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/v_-tsp1Xr3ZPLfBgLDwztg/258s.jpg 2.87x",http://www.yelp.com/biz/gregorys-coffee-new-york-9?osq=Coffee+%26+Tea
PROOF Coffee Roasters,"65 Nassau St, New York, NY 10038",(212) 233-3985,5.0,44,$$,Coffee & Tea,"Favorite coffee window in ALL of Manhattan and especially in FiDi. You know FiDi isn't the trendiest (although it has changed over the years), this place makes a mean espresso and an…","https://s3-media1.fl.yelpcdn.com/bphoto/r11Yhuyfs9BPuni6lmskUg/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/r11Yhuyfs9BPuni6lmskUg/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/r11Yhuyfs9BPuni6lmskUg/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/r11Yhuyfs9BPuni6lmskUg/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/r11Yhuyfs9BPuni6lmskUg/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/r11Yhuyfs9BPuni6lmskUg/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/r11Yhuyfs9BPuni6lmskUg/258s.jpg 2.87x",http://www.yelp.com/biz/proof-coffee-roasters-new-york?osq=Coffee+%26+Tea
Bluestone Lane,"90 Water St, New York, NY 10005",(212) 747-9082,4.0,33,$$,"Cafes,Coffee Roasteries","Gold latte (turmeric) is totally delicious. A tiny bit sweet and a little spicy kick of ginger. Yum.Wish they had some paleo desserts, not GF, though my zucchini bread was solid.","https://s3-media4.fl.yelpcdn.com/bphoto/noafxdBXJKbFBuhxowZ7gw/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/noafxdBXJKbFBuhxowZ7gw/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/noafxdBXJKbFBuhxowZ7gw/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/noafxdBXJKbFBuhxowZ7gw/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/noafxdBXJKbFBuhxowZ7gw/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/noafxdBXJKbFBuhxowZ7gw/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/noafxdBXJKbFBuhxowZ7gw/258s.jpg 2.87x",http://www.yelp.com/biz/bluestone-lane-new-york-13?osq=Coffee+%26+Tea
ESSEN,"100 Broad St, New York, NY 10004",(212) 943-0100,3.0,80,$$,"Delis,Fast Food,Breakfast & Brunch","If you are in the financial district, I'd recommend going to Essen for lunch or a quick snack. They have pretty much everything there, but I'm a big fan of their enormous hot buffet.…","https://s3-media1.fl.yelpcdn.com/bphoto/dsTwMvCc2qEgo3YtLfLMYg/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/dsTwMvCc2qEgo3YtLfLMYg/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/dsTwMvCc2qEgo3YtLfLMYg/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/dsTwMvCc2qEgo3YtLfLMYg/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/dsTwMvCc2qEgo3YtLfLMYg/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/dsTwMvCc2qEgo3YtLfLMYg/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/dsTwMvCc2qEgo3YtLfLMYg/258s.jpg 2.87x",http://www.yelp.com/biz/essen-new-york-3?osq=Coffee+%26+Tea
