Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link
Hot & Heavy Burlesque,,Chicago,IL,60630,,Jefferson Park,(773) 414-5535,,,Yes,No,5.0 star rating,4 reviews,http://www.hotandheavyburlesque.com,Inexpensive,,,,,Yes,,,,No,Yes,,,Loud,,,Beer & Wine Only,,,,,No,,No,,,,,"Performing Arts, Adult Entertainment, Performing Arts, Adult Entertainment",,,"https://s3-media4.fl.yelpcdn.com/bphoto/V6lxCs3P6uzOh6L2CFlnCA/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/V6lxCs3P6uzOh6L2CFlnCA/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/V6lxCs3P6uzOh6L2CFlnCA/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/V6lxCs3P6uzOh6L2CFlnCA/300s.jpg 1.20x",http://www.yelp.com/biz/hot-and-heavy-burlesque-chicago?osq=Adult+Entertainment,,,,,,
Pink Monkey,750 S Clinton St,Chicago,IL,60607,b/t Polk St & Lexington St,,(312) 663-9100,"The Pink Monkey gentlemen's club offers an unforgettable experience each and every visit. The newest most unique concept in adult entertainment. The pink monkey has a full service …Learn more about Pink Monkey, Opens a popupSpecialtiesThe Pink Monkey gentlemen's club offers an unforgettable experience each and every visit. The newest most unique concept in adult entertainment. The pink monkey has a full service kitchen offering five star dining.Your wine,champagne,or alcohol can be stored in lockers. Your money can be well spent on entertainers rather than alcohol,since we are a bring your own booze establishment.The VIP rooms are the ultimate in luxury and class.They are enjoyed in time increments of 15 min, 30 min, and by the hour. Your attentive waitress and VIP host are there to assist you with your needs that you may have. The pink monkey can host your next private party,office gathering, bachelor or bachelorette party.Meet the Manager",,Yes,No,2.5 star rating,92 reviews,http://www.pinkmonkeychicago.com,Ultra High-End,Mon 7:00 pm - 4:00 am<br>Tue 7:00 pm - 4:00 am<br>Wed 7:00 pm - 4:00 am<br>Thu 7:00 pm - 4:00 am<br>Fri 7:00 pm - 4:00 am<br>Sat 7:00 pm - 4:00 am<br>Sun 7:00 pm - 2:00 am<br>,,,,Yes,,Street,,,Yes,,,Average,,,No,,,,,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",41.872173,-87.641021,"https://s3-media4.fl.yelpcdn.com/bphoto/S7s-3fykD-3sYpqgdFrCeQ/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/S7s-3fykD-3sYpqgdFrCeQ/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/S7s-3fykD-3sYpqgdFrCeQ/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/S7s-3fykD-3sYpqgdFrCeQ/300s.jpg 1.20x",http://www.yelp.com/biz/pink-monkey-chicago?osq=Adult+Entertainment,,,,,,
Admiral Theatre,3940 W Lawrence Ave,Chicago,IL,60625,b/t Harding Ave & Pulaski Rd,Albany Park,(773) 478-8263,,,Yes,No,2.5 star rating,76 reviews,http://www.admiralx.com,Pricey,Mon 7:00 pm - 6:00 am<br>Tue 7:00 pm - 6:00 am<br>Wed 7:00 pm - 6:00 am<br>Thu 7:00 pm - 6:00 am<br>Fri 7:00 pm - 6:00 am<br>Sat 7:00 pm - 6:00 am<br>Sun 7:00 pm - 6:00 am<br>,,,,Yes,,"Valet, Street",,,Yes,,,Average,,,No,,,,,No,,Yes,,,,,"Dance Clubs, Adult Entertainment, Dance Clubs, Adult Entertainment",41.968501,-87.727069,"https://s3-media3.fl.yelpcdn.com/bphoto/y6FPF4JI6WLYPBmFDyj__Q/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/y6FPF4JI6WLYPBmFDyj__Q/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/y6FPF4JI6WLYPBmFDyj__Q/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/y6FPF4JI6WLYPBmFDyj__Q/300s.jpg 1.20x",http://www.yelp.com/biz/admiral-theatre-chicago?osq=Adult+Entertainment,,,,,,
Kitty Cat Now Chicago,,Chicago,IL,60618,b/t Mulligan Ave & Narragansett Ave,The Loop,(312) 672-2849,,,Yes,No,2.5 star rating,6 reviews,http://www.kittycatnowchicago.com,Moderate,Mon 9:00 am - 12:00 am<br>Tue 9:00 am - 12:00 am<br>Wed 9:00 am - 12:00 am<br>Thu 9:00 am - 12:00 am<br>Fri 9:00 am - 3:00 am<br>Sat 9:00 am - 3:00 am<br>Sun 9:00 am - 12:00 am<br>,,,,Yes,,,,,,,,,,,Full Bar,,,,,No,,No,,,,,"Adult Entertainment, Piercing, Tattoo, Gyms, Trainers, Boxing, Adult Entertainment",41.879535,-87.624333,"https://s3-media1.fl.yelpcdn.com/bphoto/bA0VbWbTFVlf9FwHf2ZHPw/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/bA0VbWbTFVlf9FwHf2ZHPw/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/bA0VbWbTFVlf9FwHf2ZHPw/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/bA0VbWbTFVlf9FwHf2ZHPw/300s.jpg 1.20x",http://www.yelp.com/biz/kitty-cat-now-chicago-strippers-chicago-2?osq=Adult+Entertainment,,,,,,
B. D. Massage and Spa,6320-B North Lincoln Ave,Chicago,IL,60659,,North Park,,,,Yes,No,1.0 star rating,2 reviews,,Pricey,,,,,Yes,,,,,No,,,,,,,,,,,No,,,,,,No,"Adult Entertainment, Massage, Adult Entertainment, Massage",41.996128,-87.717229,"https://s3-media1.fl.yelpcdn.com/bphoto/on0eUV8QAXn4osb1bwGUgw/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/on0eUV8QAXn4osb1bwGUgw/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/on0eUV8QAXn4osb1bwGUgw/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/on0eUV8QAXn4osb1bwGUgw/300s.jpg 1.20x",http://www.yelp.com/biz/b-d-massage-and-spa-chicago?osq=Adult+Entertainment,,,,,,
Vip’s A Gentlemen’s Club,1531 N Kingsbury St,Chicago,IL,60642,,Near North Side,(312) 664-7400,,,Yes,No,2.0 star rating,54 reviews,http://www.vipschicago.com/,Pricey,Mon 7:00 pm - 4:00 am<br>Tue 7:00 pm - 4:00 am<br>Wed 7:00 pm - 4:00 am<br>Thu 7:00 pm - 4:00 am<br>Fri 7:00 pm - 4:00 am<br>Sat 7:00 pm - 5:00 am<br>Sun 9:00 pm - 4:00 am<br>,,,,Yes,,Valet,,,Yes,,Casual,Average,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",41.909048,-87.652138,"https://s3-media3.fl.yelpcdn.com/bphoto/PftPe26JMmzZYHSLWMNTmA/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/PftPe26JMmzZYHSLWMNTmA/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/PftPe26JMmzZYHSLWMNTmA/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/PftPe26JMmzZYHSLWMNTmA/300s.jpg 1.20x",http://www.yelp.com/biz/vips-a-gentlemens-club-chicago?osq=Adult+Entertainment,,,,,,
Wet & Ready Chicago Strippers,3600 N Lake Shore Dr,Chicago,IL,60613,,Lakeview,(312) 488-4673,,,Yes,No,1.0 star rating,1 review,http://www.wetstripperschicago.com,,Mon 9:00 am - 11:00 pm<br>Tue 9:00 am - 11:00 pm<br>Wed 9:00 am - 11:00 pm<br>Thu 9:00 am - 11:00 pm<br>Fri 9:00 am - 1:00 am<br>Sat 9:00 am - 3:00 am<br>Sun 9:00 am - 8:00 pm<br>,,,,,,,,,,,,,DJ,,Beer & Wine Only,Yes,,,,Yes,,,,,,,"Adult Entertainment, Adult Entertainment",41.948967,-87.644321,"https://s3-media3.fl.yelpcdn.com/bphoto/BAZiqrHzzkTKhUPZLzYjCA/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/BAZiqrHzzkTKhUPZLzYjCA/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/BAZiqrHzzkTKhUPZLzYjCA/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/BAZiqrHzzkTKhUPZLzYjCA/300s.jpg 1.20x",http://www.yelp.com/biz/wet-and-ready-chicago-strippers-chicago-2?osq=Adult+Entertainment,,,,,,
Better Boobie Bureau,3421 W Fullerton Ave The Charnel House,Chicago,IL,60647,b/t Kimball Ave & Bernard St,Logan Square,(773) 871-9046,,,Yes,No,5.0 star rating,2 reviews,http://www.chicagoburlesque.org/,,Mon Closed<br>Tue Closed<br>Wed 8:30 pm - 10:30 pm<br>Thu 8:30 pm - 10:30 pm<br>Fri Closed<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Performing Arts, Adult Entertainment, Performing Arts, Adult Entertainment",41.924355,-87.712989,"https://s3-media4.fl.yelpcdn.com/bphoto/QcMjFPNG_OF3goJs48pJUA/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/QcMjFPNG_OF3goJs48pJUA/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/QcMjFPNG_OF3goJs48pJUA/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/QcMjFPNG_OF3goJs48pJUA/300s.jpg 1.20x",http://www.yelp.com/biz/better-boobie-bureau-chicago?osq=Adult+Entertainment,,,,,,
The Belmont Burlesque Revue,1229 W Belmont Ave,Chicago,IL,60657,b/t Lakewood Ave & Racine Ave,Lakeview,(312) 854-9496,"Classic BurlesqueComedyMagicJugglingNovelty ActsStripteaseVintage PinupLive MusicLearn more about The Belmont Burlesque Revue, Opens a popupSpecialtiesClassic BurlesqueComedyMagicJugglingNovelty ActsStripteaseVintage PinupLive MusicHistoryEstablished in 2003.The Belmont Burlesque Revue is widely regarded as a driving force in Chicago's 21st century burlesque revival.Since 2003, Belmont Burlesque has launched the careers of countless Chicago burlesque performers, producers, and novelty acts.Hosted by the sly and sparkly MsPixy (with her sloshy sidekick Giant Martini), the show features the critically acclaimed Belmont Bombshells, internationally renowned magician the Amazing Tomas and some of Chicago's hottest up-and-coming stand-up comics (past guests include Kumail Nanjiani, Jared Logan, Dan Telfer, and Beth Stelling, to name a few).A great ""first time"" show for those new to burlesque, and an even better ""best of"" show for burlesque connoisseurs. Whether it's date night, girls'/guys' night out, or just a few friends in search of a lightly naughty adventure, the Belmont Burlesque Revue never fails to titillate, tease, and entertain.Meet the Manager",,Yes,No,4.0 star rating,13 reviews,http://www.belmontburlesque.com,Inexpensive,,,,,Yes,,Street,,,Yes,,,,,,Full Bar,,,,,No,,No,,,,,"Adult Entertainment, Adult Entertainment",41.939573,-87.660246,"https://s3-media1.fl.yelpcdn.com/bphoto/vlJU1ydeF-PWo2fcrWq0lg/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/vlJU1ydeF-PWo2fcrWq0lg/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/vlJU1ydeF-PWo2fcrWq0lg/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/vlJU1ydeF-PWo2fcrWq0lg/300s.jpg 1.20x",http://www.yelp.com/biz/the-belmont-burlesque-revue-chicago?osq=Adult+Entertainment,,,,,,
Scores Chicago Strip Club,4003 West Lake St,Stone Park,IL,60165,b/t United States Highway 20 & 40th Ave,,(708) 343-2000,"Scores strip club in Chicago is a world famous gentlemen's club with two full liquor bars, featuring over 100 sexy exotic dancers nightly. Close to Rivers Casino in Rosemont, IL, …Learn more about Scores Chicago Strip Club, Opens a popupSpecialtiesScores strip club in Chicago is a world famous gentlemen's club with two full liquor bars, featuring over 100 sexy exotic dancers nightly. Close to Rivers Casino in Rosemont, IL, Scores Chicago is a top destination for planning a bachelor party, night out or just to have fun.We are one of the few after hours night clubs in Chicago open until 5am.Guests can plan special events or birthday parties in our luxury VIP room. Table dances, champagne rooms available. Watch the game any of our super jumbo TV screens. Our strippers have been featured all over the world.HistoryEstablished in 2003.Midwest Club of the Year. Come see what the BEST is all about!Meet the Manager",,Yes,No,3.0 star rating,56 reviews,http://www.scores-chicago-club.com/,Pricey,Mon 11:00 am - 5:00 am<br>Tue 11:00 am - 5:00 am<br>Wed 11:00 am - 5:00 am<br>Thu 11:00 am - 5:00 am<br>Fri 11:00 am - 5:00 am<br>Sat 6:00 pm - 5:00 am<br>Sun 6:00 pm - 5:00 am<br>,,,,Yes,,Valet,,,Yes,,,Loud,,,Full Bar,,,,,No,,Yes,,,,,"Adult Entertainment, Adult Entertainment",41.897396,-87.882867,"https://s3-media2.fl.yelpcdn.com/bphoto/MODa2g4fkeuNYQ2RapcQ5g/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/MODa2g4fkeuNYQ2RapcQ5g/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/MODa2g4fkeuNYQ2RapcQ5g/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/MODa2g4fkeuNYQ2RapcQ5g/300s.jpg 1.20x",http://www.yelp.com/biz/scores-strip-club-chicago-stone-park-2?osq=Adult+Entertainment,,,,,,
