Name,Street Address,City,State,Zip Code,Cross Streets,Neighborhood,Phone,Description,Business Owner,Merchant Verified,Paid Listing,Rating,Reviews,Website,Price Range,Hours,Takes Reservations,Delivery,Take Out,Accepts Credit Cards,Good For,Parking,Wheelchair Accessable,Good For Kids,Good For Groups,Attire,Ambience,Noise Level,Music,Dancing,Serves Alcohol,Happy Hour,Best Nights,Coat Check,Smoking Allowed,Outdoor Seating,Wifi,Has Tv,Allows Dogs,Waiter Service,Caters,By Appointment Only,Category,Lat,Long,Image URL,Listing URL,Deal,Deal Description,Deal Orignal Price,Deal Discount,Deal Savings,Deal Link,Email from Web,Facebook URL,Twitter URL,Google Plus URL
Canna Medicine Clinic,3772 N 1st St,Fresno,CA,93726,,,(559) 412-2004,,James W.,Yes,No,3.5 star rating,3 reviews,,,Mon 9:00 am - 5:00 pm<br>Tue 9:00 am - 5:00 pm<br>Wed 9:00 am - 5:00 pm<br>Thu 9:00 am - 5:00 pm<br>Fri 9:00 am - 5:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Cannabis Clinics, Cannabis Clinics",36.786438,-119.772358,"https://s3-media1.fl.yelpcdn.com/bphoto/ztxqr2Wn727k3mH3MG0B0A/ls.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/ztxqr2Wn727k3mH3MG0B0A/258s.jpg 1.03x,https://s3-media1.fl.yelpcdn.com/bphoto/ztxqr2Wn727k3mH3MG0B0A/348s.jpg 1.39x,https://s3-media1.fl.yelpcdn.com/bphoto/ztxqr2Wn727k3mH3MG0B0A/300s.jpg 1.20x",http://www.yelp.com/biz/canna-medicine-clinic-fresno?osq=cannabis,,,,,,,,,,
Mammoth Lakes Wellness,3343 Main St Ste 2-C PO Box 8220,Mammoth Lakes,CA,93546,,,(760) 924-2299,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"Cannabis Clinics, Cannabis Clinics",37.647540,-118.971895,,http://www.yelp.com/biz/mammoth-lakes-wellness-mammoth-lakes-2?osq=cannabis,,,,,,,,,,
Sweet Mother of Grapes,3254 E Olive,Fresno,CA,93702,,,(559) 392-2943,,,Yes,No,,,,,Mon 9:00 am - 7:00 pm<br>Tue 9:00 am - 7:00 pm<br>Wed 9:00 am - 7:00 pm<br>Thu 9:00 am - 7:00 pm<br>Fri 9:00 am - 9:00 pm<br>Sat 9:00 am - 9:00 pm<br>Sun Closed<br>,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,"Cannabis Clinics, Cannabis Clinics",36.757420,-119.770033,"https://s3-media2.fl.yelpcdn.com/bphoto/2nQhUmLhxZrQPOQRfzh1NA/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/2nQhUmLhxZrQPOQRfzh1NA/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/2nQhUmLhxZrQPOQRfzh1NA/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/2nQhUmLhxZrQPOQRfzh1NA/300s.jpg 1.20x",http://www.yelp.com/biz/sweet-mother-of-grapes-fresno-5?osq=cannabis,,,,,,,,,,
High Sierra Wellness,3343 Main St Ste 2-C,Mammoth Lakes,CA,93546,,,(310) 367-4644,,,Yes,No,1.0 star rating,1 review,http://www.420medicard.com,,Mon 1:00 pm - 5:00 pm<br>Tue 1:00 pm - 5:00 pm<br>Wed 1:00 pm - 5:00 pm<br>Thu 1:00 pm - 5:00 pm<br>Fri 1:00 pm - 5:00 pm<br>Sat 1:00 pm - 5:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Clinics, Cannabis Clinics",37.647540,-118.971895,"https://s3-media2.fl.yelpcdn.com/bphoto/GRKxhcVwxFM-nis2Y7GrpQ/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/GRKxhcVwxFM-nis2Y7GrpQ/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/GRKxhcVwxFM-nis2Y7GrpQ/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/GRKxhcVwxFM-nis2Y7GrpQ/300s.jpg 1.20x",http://www.yelp.com/biz/high-sierra-wellness-mammoth-lakes?osq=cannabis,,,,,,,,,,
Top Shelf Wellness,,Fresno,CA,,,,(559) 682-7298,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Clinics, Cannabis Clinics",36.746877,-119.772501,,http://www.yelp.com/biz/top-shelf-wellness-fresno?osq=cannabis,,,,,,,,,,
420 Compassionate Care,5756 N Marks Ave Ste 150,Fresno,CA,93711,,,(559) 498-3399,,,Yes,No,5.0 star rating,1 review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Cannabis Referrals, Medical Cannabis Referrals",36.821822,-119.843984,"https://s3-media3.fl.yelpcdn.com/bphoto/Boig1p39hLwqtpLThYOjBA/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/Boig1p39hLwqtpLThYOjBA/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/Boig1p39hLwqtpLThYOjBA/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/Boig1p39hLwqtpLThYOjBA/300s.jpg 1.20x",http://www.yelp.com/biz/420-compassionate-care-fresno?osq=cannabis,,,,,,,,,,
Fresno Clone,,Fresno,CA,93722,,,(559) 706-6951,,,No,No,,,https://fresnoclone.com,,Mon 12:00 pm - 5:00 pm<br>Tue 12:00 pm - 5:00 pm<br>Wed 12:00 pm - 5:00 pm<br>Thu 12:00 pm - 5:00 pm<br>Fri 12:00 pm - 5:00 pm<br>Sat 12:00 pm - 5:00 pm<br>Sun Closed<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",,,,http://www.yelp.com/biz/fresno-clone-fresno-2?osq=cannabis,,,,,,,,,,
Cannabis Business Management,135 W Shaw Ave,Fresno,CA,93704,,,(877) 999-3307,,George B.,Yes,No,,,http://ftgmanagementgroup.com,,Mon 9:00 am - 5:00 pm<br>Tue 9:00 am - 5:00 pm<br>Wed 9:00 am - 5:00 pm<br>Thu 9:00 am - 5:00 pm<br>Fri 9:00 am - 5:00 pm<br>Sat Closed<br>Sun Closed<br>,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,"Business Consulting, Medical Cannabis Referrals, Educational Services, Colleges & Universities, Business Consulting, Medical Cannabis Referrals",,,"https://s3-media3.fl.yelpcdn.com/bphoto/Sz5rj_ZD9O60Gn946K4P4g/ls.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/Sz5rj_ZD9O60Gn946K4P4g/258s.jpg 1.03x,https://s3-media3.fl.yelpcdn.com/bphoto/Sz5rj_ZD9O60Gn946K4P4g/348s.jpg 1.39x,https://s3-media3.fl.yelpcdn.com/bphoto/Sz5rj_ZD9O60Gn946K4P4g/300s.jpg 1.20x",http://www.yelp.com/biz/cannabis-business-management-fresno?osq=cannabis,,,,,,,contact@ftgmanagementgroup.com,,,
The People’s Cure,,Fresno,CA,93702,,,(559) 681-0644,,,Yes,No,,,https://weedmaps.com/deliveries/the-people-s-cure-inc%23/details,,Mon 1:00 pm - 12:00 am<br>Tue 10:00 am - 12:00 am<br>Wed 9:00 pm - 12:00 am<br>Thu 10:00 am - 12:00 am<br>Fri 10:00 am - 12:00 am<br>Sat 10:00 am - 12:00 am<br>Sun 7:00 pm - 12:00 am<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",36.743313,-119.789382,"https://s3-media4.fl.yelpcdn.com/bphoto/pM0FudjS7z8YU3UD0St40A/ls.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/pM0FudjS7z8YU3UD0St40A/258s.jpg 1.03x,https://s3-media4.fl.yelpcdn.com/bphoto/pM0FudjS7z8YU3UD0St40A/348s.jpg 1.39x,https://s3-media4.fl.yelpcdn.com/bphoto/pM0FudjS7z8YU3UD0St40A/300s.jpg 1.20x",http://www.yelp.com/biz/the-peoples-cure-fresno?osq=cannabis,,,,,,,,,,
The Canna Shop,,Fresno,CA,,,,(559) 500-1974,,,Yes,No,,,http://thecannashop.org,,Mon 9:00 am - 7:00 pm<br>Tue 9:00 am - 7:00 pm<br>Wed 9:00 am - 7:00 pm<br>Thu 9:00 am - 7:00 pm<br>Fri 9:00 am - 7:00 pm<br>Sat 9:00 am - 7:00 pm<br>Sun 9:00 am - 7:00 pm<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Dispensaries, Cannabis Dispensaries",,,"https://s3-media2.fl.yelpcdn.com/bphoto/LudbopFEuRFDtHJd5U9PrQ/ls.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/LudbopFEuRFDtHJd5U9PrQ/258s.jpg 1.03x,https://s3-media2.fl.yelpcdn.com/bphoto/LudbopFEuRFDtHJd5U9PrQ/348s.jpg 1.39x,https://s3-media2.fl.yelpcdn.com/bphoto/LudbopFEuRFDtHJd5U9PrQ/300s.jpg 1.20x",http://www.yelp.com/biz/the-canna-shop-fresno?osq=cannabis,,,,,,,,,,
Fresno Compassion Association,,Fresno,CA,93705,,,(559) 917-5336,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis Clinics, Cannabis Clinics",,,,http://www.yelp.com/biz/fresno-compassion-association-fresno?osq=cannabis,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
