Name,Street Address,Phone,Rating,Reviews,Price Range,Category,Description,Image URL,Listing URL
Rex,"864 10th Ave, New York, NY 10019",(212) 757-0580,4.5,404,$,"Coffee & Tea,Sandwiches,Bakeries","Small coffee shop, great lattes. I always order regular latte, never disappointed. Kinda tucked in a corner with no big signs but the latte beats everything else in Hell's Kitchen.…","https://s3-media1.fl.yelpcdn.com/bphoto/lVKqQUVWH4MxpwqXWPogHQ/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/lVKqQUVWH4MxpwqXWPogHQ/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/lVKqQUVWH4MxpwqXWPogHQ/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/lVKqQUVWH4MxpwqXWPogHQ/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/lVKqQUVWH4MxpwqXWPogHQ/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/lVKqQUVWH4MxpwqXWPogHQ/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/lVKqQUVWH4MxpwqXWPogHQ/258s.jpg 2.87x",http://www.yelp.com/biz/rex-new-york-2?osq=Coffee
Oslo Coffee Roasters,"422 E 75th St, New York, NY 10021",(718) 782-0332,4.5,195,$,"Coffee & Tea,Cafes",Extremely small with a line out the door but very quick and pleasant. My latte and almond croissant was delightful and I'd return to try more treats.,"https://s3-media1.fl.yelpcdn.com/bphoto/TW4OgFNCNO9Rba6euCqggg/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/TW4OgFNCNO9Rba6euCqggg/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/TW4OgFNCNO9Rba6euCqggg/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/TW4OgFNCNO9Rba6euCqggg/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/TW4OgFNCNO9Rba6euCqggg/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/TW4OgFNCNO9Rba6euCqggg/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/TW4OgFNCNO9Rba6euCqggg/258s.jpg 2.87x",http://www.yelp.com/biz/oslo-coffee-roasters-new-york?osq=Coffee
PROOF Coffee Roasters,"335 E 27th St, New York, NY 10016",(212) 689-1000,5.0,21,$,Coffee & Tea,"This place is so cute! Great work environment - the huge windows let in a ton of natural light, and the shop feels clean and spacious, even if it's not huge. There is a larger table…","https://s3-media1.fl.yelpcdn.com/bphoto/UXBTSs47MW8C0uzbo45XwA/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/UXBTSs47MW8C0uzbo45XwA/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/UXBTSs47MW8C0uzbo45XwA/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/UXBTSs47MW8C0uzbo45XwA/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/UXBTSs47MW8C0uzbo45XwA/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/UXBTSs47MW8C0uzbo45XwA/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/UXBTSs47MW8C0uzbo45XwA/258s.jpg 2.87x",http://www.yelp.com/biz/proof-coffee-roasters-new-york-5?osq=Coffee
Ispresso At Park,"4701 Park Ave, Union City, NJ 07087",,4.5,91,$,Coffee & Tea,"Finally, a nice café in my hood! The coffee is good and the environment is pleasant. They even had pour over coffee from 3 varieties. I had the macchiato (my favorite) but I'll try…","https://s3-media3.fl.yelpcdn.com/bphoto/Tu3Xid_08sLypA67wmcUkA/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/Tu3Xid_08sLypA67wmcUkA/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/Tu3Xid_08sLypA67wmcUkA/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/Tu3Xid_08sLypA67wmcUkA/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/Tu3Xid_08sLypA67wmcUkA/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/Tu3Xid_08sLypA67wmcUkA/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/Tu3Xid_08sLypA67wmcUkA/258s.jpg 2.87x",http://www.yelp.com/biz/ispresso-at-park-union-city?osq=Coffee
Ground Central,"155 E 52nd St, New York, NY 10022",(646) 964-4438,4.0,490,$,"Coffee & Tea,Salad,Sandwiches","I really don't want to tell to many people about this spot, as it's a perfect dive bar experience. I found it one day when I decided to get out a train stop early on my way to work,…","https://s3-media1.fl.yelpcdn.com/bphoto/If6WewfwUnmQ0mbPorbrcw/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/If6WewfwUnmQ0mbPorbrcw/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/If6WewfwUnmQ0mbPorbrcw/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/If6WewfwUnmQ0mbPorbrcw/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/If6WewfwUnmQ0mbPorbrcw/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/If6WewfwUnmQ0mbPorbrcw/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/If6WewfwUnmQ0mbPorbrcw/258s.jpg 2.87x",http://www.yelp.com/biz/ground-central-new-york?osq=Coffee
SugarCube,"10-16 50th Ave, Long Island City, NY 11101",(929) 424-5616,4.5,188,$$,"Desserts,Coffee & Tea,Ice Cream & Frozen Yogurt",Came in for the gelato only and it was good.Dude working behind the counter was super nice and offered to let us sample as many as we wanted. I didn't realize a small was 2 flavors…,"https://s3-media2.fl.yelpcdn.com/bphoto/nrYWR-3S9PHs3MFKa7c61A/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/nrYWR-3S9PHs3MFKa7c61A/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/nrYWR-3S9PHs3MFKa7c61A/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/nrYWR-3S9PHs3MFKa7c61A/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/nrYWR-3S9PHs3MFKa7c61A/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/nrYWR-3S9PHs3MFKa7c61A/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/nrYWR-3S9PHs3MFKa7c61A/258s.jpg 2.87x",http://www.yelp.com/biz/sugarcube-long-island-city-2?osq=Coffee
Lucid Café,"311 Lexington Ave, New York, NY 10016",(212) 867-3490,4.5,232,$,Coffee & Tea,"My hotel was across the street, they have amazing Yelp reviews. I stopped in here twice in 3 days. Yea. I came back for a second round before headed to the airport!I went with the…","https://s3-media2.fl.yelpcdn.com/bphoto/4-TXI_dN3YEr8as8lGD4Iw/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/4-TXI_dN3YEr8as8lGD4Iw/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/4-TXI_dN3YEr8as8lGD4Iw/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/4-TXI_dN3YEr8as8lGD4Iw/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/4-TXI_dN3YEr8as8lGD4Iw/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/4-TXI_dN3YEr8as8lGD4Iw/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/4-TXI_dN3YEr8as8lGD4Iw/258s.jpg 2.87x",http://www.yelp.com/biz/lucid-caf%C3%A9-new-york-4?osq=Coffee
Black Press Coffee,"100 Lexington Ave, New York, NY 10016",,4.5,19,$,Coffee & Tea,"Ok yes I got really mad because their push door looks like a pull door. But don't worry, I gave everyone working there a PIECE of my MIND about it -- so I'm sure they'll fix it.…","https://s3-media3.fl.yelpcdn.com/bphoto/eX--KRkGrZEneE67CGAkGA/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/eX--KRkGrZEneE67CGAkGA/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/eX--KRkGrZEneE67CGAkGA/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/eX--KRkGrZEneE67CGAkGA/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/eX--KRkGrZEneE67CGAkGA/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/eX--KRkGrZEneE67CGAkGA/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/eX--KRkGrZEneE67CGAkGA/258s.jpg 2.87x",http://www.yelp.com/biz/black-press-coffee-new-york?osq=Coffee
Taylor St Baristas,"33 E 40th St, New York, NY 10017",(212) 251-0719,4.5,95,$,"Cafes,Coffee & Tea","DRINKS | I ordered Pearl Jasmine Tea. With it being my first time here, I didn't know what to expect, but if you order ""for here"", it comes with a little tea cup and tea pot so you…","https://s3-media2.fl.yelpcdn.com/bphoto/3jEeHuPHVXs5r6iaQX3EYg/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/3jEeHuPHVXs5r6iaQX3EYg/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/3jEeHuPHVXs5r6iaQX3EYg/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/3jEeHuPHVXs5r6iaQX3EYg/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/3jEeHuPHVXs5r6iaQX3EYg/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/3jEeHuPHVXs5r6iaQX3EYg/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/3jEeHuPHVXs5r6iaQX3EYg/258s.jpg 2.87x",http://www.yelp.com/biz/taylor-st-baristas-new-york?osq=Coffee
Blue Bottle Coffee,"1 Rockefeller Plz, New York, NY 10020",(510) 653-3394,4.0,392,$$,Coffee & Tea,"A damn good cup of coffee, specifically the drip ones. Freshly ground, new filter and hand poured every time. Pricier than your average Starbucks/Pret/Dunkin but infinitely better…","https://s3-media2.fl.yelpcdn.com/bphoto/jTusJYn54tEefB9XfVGIMA/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/jTusJYn54tEefB9XfVGIMA/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/jTusJYn54tEefB9XfVGIMA/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/jTusJYn54tEefB9XfVGIMA/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/jTusJYn54tEefB9XfVGIMA/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/jTusJYn54tEefB9XfVGIMA/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/jTusJYn54tEefB9XfVGIMA/258s.jpg 2.87x",http://www.yelp.com/biz/blue-bottle-coffee-new-york-2?osq=Coffee
Zibetto Espresso Bar,"1385 6th Ave, New York, NY 10019",(646) 707-0505,4.0,374,$$,Coffee & Tea,"I went here precisely because I read some reviews below complaining about the ""small"" coffee drinks as compared to chain coffee shops. All I ever want is a traditional cappuccino, so…","https://s3-media1.fl.yelpcdn.com/bphoto/GkCa6-nJQBvPxyk3mFOmMw/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/GkCa6-nJQBvPxyk3mFOmMw/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/GkCa6-nJQBvPxyk3mFOmMw/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/GkCa6-nJQBvPxyk3mFOmMw/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/GkCa6-nJQBvPxyk3mFOmMw/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/GkCa6-nJQBvPxyk3mFOmMw/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/GkCa6-nJQBvPxyk3mFOmMw/258s.jpg 2.87x",http://www.yelp.com/biz/zibetto-espresso-bar-new-york?osq=Coffee
Our Coffee Shop,"38-08 29th St, Long Island City, NY 11101",(347) 833-3074,4.5,57,$,Coffee & Tea,"Small, local coffee shop. Owner is super friendly, and good food & drink. Not too many coffee shops around the area, so it's nice supporting local businesses.","https://s3-media4.fl.yelpcdn.com/bphoto/-NZbyHDlygxlIvLJkFaFWw/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/-NZbyHDlygxlIvLJkFaFWw/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/-NZbyHDlygxlIvLJkFaFWw/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/-NZbyHDlygxlIvLJkFaFWw/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/-NZbyHDlygxlIvLJkFaFWw/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/-NZbyHDlygxlIvLJkFaFWw/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/-NZbyHDlygxlIvLJkFaFWw/258s.jpg 2.87x",http://www.yelp.com/biz/our-coffee-shop-long-island-city?osq=Coffee
Kinship Coffee,"32-14 Steinway St, Astoria, NY 11103",,4.5,17,$$,Coffee & Tea,"This is the bigger location of Kinship Coffee. The smaller one does only normal coffee creations, whereas this one does more specialized coffee creations like Maple Brew (cold brew…","https://s3-media1.fl.yelpcdn.com/bphoto/H8y-u3fxLuLKN4KInvRDsQ/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/H8y-u3fxLuLKN4KInvRDsQ/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/H8y-u3fxLuLKN4KInvRDsQ/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/H8y-u3fxLuLKN4KInvRDsQ/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/H8y-u3fxLuLKN4KInvRDsQ/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/H8y-u3fxLuLKN4KInvRDsQ/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/H8y-u3fxLuLKN4KInvRDsQ/258s.jpg 2.87x",http://www.yelp.com/biz/kinship-coffee-astoria?osq=Coffee
Culture Espresso,"72 W 38th St, New York, NY 10018",(212) 302-0200,4.0,770,$$,Coffee & Tea,Cute little shop with great coffee and pastries! I enjoyed watching passers by and the morning rush. They also introduced me to oat milk which is just another great vegan milk…,"https://s3-media1.fl.yelpcdn.com/bphoto/CtgLR6fsZyTrgMmz3R-imQ/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/CtgLR6fsZyTrgMmz3R-imQ/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/CtgLR6fsZyTrgMmz3R-imQ/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/CtgLR6fsZyTrgMmz3R-imQ/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/CtgLR6fsZyTrgMmz3R-imQ/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/CtgLR6fsZyTrgMmz3R-imQ/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/CtgLR6fsZyTrgMmz3R-imQ/258s.jpg 2.87x",http://www.yelp.com/biz/culture-espresso-new-york?osq=Coffee
